frame,track_id,class,confidence,x1,y1,x2,y2,speed,unit,violation
117,29,car,0.370,739,97,755,111,18.0,px/s,
118,25,car,0.810,14,233,104,286,319.2,px/s,
118,23,car,0.801,288,169,340,199,133.1,px/s,
118,31,car,0.798,740,142,765,162,14.5,px/s,
118,24,car,0.788,443,170,484,200,93.0,px/s,
118,19,car,0.776,670,159,704,186,33.9,px/s,
118,21,car,0.774,727,123,744,138,14.5,px/s,
118,27,car,0.663,600,102,615,114,20.5,px/s,
118,37,car,0.643,765,134,786,152,20.5,px/s,
118,26,car,0.637,678,111,696,126,14.5,px/s,
118,22,car,0.587,739,114,753,125,6.0,px/s,
118,34,car,0.557,640,92,655,104,26.5,px/s,
118,29,car,0.380,740,96,755,111,18.0,px/s,
119,23,car,0.819,283,170,335,200,163.7,px/s,
119,24,car,0.809,440,172,481,202,108.6,px/s,
119,31,car,0.799,739,142,764,161,23.0,px/s,
119,21,car,0.759,727,122,743,137,20.5,px/s,
119,19,car,0.744,671,158,704,185,39.9,px/s,
119,26,car,0.690,679,111,696,125,20.5,px/s,
119,27,car,0.627,599,103,614,114,26.5,px/s,
119,22,car,0.561,738,114,754,125,6.0,px/s,
119,34,car,0.528,640,92,655,104,26.5,px/s,
119,37,car,0.473,763,134,785,151,29.0,px/s,
119,29,car,0.353,740,96,755,111,18.0,px/s,
120,23,car,0.818,283,170,335,200,125.7,px/s,
120,24,car,0.814,440,172,481,202,87.0,px/s,
120,31,car,0.799,739,142,764,161,23.0,px/s,
120,21,car,0.761,727,123,743,137,20.5,px/s,
120,19,car,0.748,671,158,704,185,33.9,px/s,
120,26,car,0.679,679,111,696,125,14.5,px/s,
120,27,car,0.630,599,103,614,114,20.5,px/s,
120,22,car,0.566,738,114,754,125,6.0,px/s,
120,34,car,0.526,640,92,655,104,20.5,px/s,
120,37,car,0.445,763,134,785,151,20.5,px/s,
120,29,car,0.349,739,96,755,111,12.0,px/s,
121,23,car,0.844,277,171,329,202,136.9,px/s,
121,24,car,0.824,436,173,479,204,89.6,px/s,
121,31,car,0.795,739,141,764,160,20.5,px/s,
121,21,car,0.747,727,122,743,137,14.5,px/s,
121,19,car,0.702,672,158,705,184,29.0,px/s,
121,26,car,0.687,679,110,696,125,14.5,px/s,
121,27,car,0.649,599,103,614,115,18.0,px/s,
121,34,car,0.607,639,92,654,105,23.0,px/s,
121,22,car,0.567,739,114,753,125,0.0,px/s,
121,37,car,0.423,764,132,784,151,14.5,px/s,
121,29,car,0.349,740,96,755,111,6.0,px/s,
122,23,car,0.848,271,172,324,203,137.3,px/s,
122,24,car,0.835,432,174,475,205,92.7,px/s,
122,31,car,0.791,739,141,763,160,14.5,px/s,
122,19,car,0.718,671,156,705,183,26.5,px/s,
122,21,car,0.717,726,122,742,136,14.5,px/s,
122,26,car,0.668,680,110,696,125,12.0,px/s,
122,27,car,0.668,598,103,613,115,24.0,px/s,
122,34,car,0.595,639,92,653,105,14.5,px/s,
122,22,car,0.475,738,113,754,125,0.0,px/s,
122,37,car,0.427,764,132,783,151,14.5,px/s,
122,29,car,0.358,740,96,755,110,6.0,px/s,
123,23,car,0.839,264,174,319,205,143.0,px/s,
123,24,car,0.811,428,176,472,207,89.6,px/s,
123,31,car,0.798,738,140,763,160,20.5,px/s,
123,19,car,0.725,672,155,705,182,26.5,px/s,
123,27,car,0.671,597,103,613,115,18.0,px/s,
123,26,car,0.648,680,110,696,124,18.0,px/s,
123,21,car,0.615,726,122,741,136,20.5,px/s,
123,34,car,0.562,638,92,653,105,14.5,px/s,
123,22,car,0.483,739,113,754,124,6.0,px/s,
123,37,car,0.458,760,130,783,150,27.9,px/s,
123,29,truck,0.303,740,96,755,110,6.0,px/s,
124,24,car,0.844,424,177,468,210,98.0,px/s,
124,23,car,0.837,258,175,313,206,148.9,px/s,
124,31,car,0.798,738,139,763,159,18.0,px/s,
124,19,car,0.747,672,153,706,181,29.0,px/s,
124,21,car,0.695,726,122,741,135,20.5,px/s,
124,26,car,0.690,681,110,697,123,20.5,px/s,
124,27,car,0.677,597,103,612,116,20.5,px/s,
124,34,car,0.570,637,92,652,105,20.5,px/s,
124,37,car,0.556,760,131,782,149,25.4,px/s,
124,22,car,0.476,738,113,753,124,12.0,px/s,
124,29,car,0.367,740,96,755,110,6.0,px/s,
125,23,car,0.845,252,176,308,208,181.2,px/s,
125,24,car,0.812,422,178,465,210,116.0,px/s,
125,31,car,0.785,738,139,762,158,24.0,px/s,
125,19,car,0.716,673,153,705,180,35.0,px/s,
125,26,car,0.702,681,110,697,123,20.5,px/s,
125,27,car,0.682,596,104,611,116,26.5,px/s,
125,21,car,0.658,727,122,740,135,20.5,px/s,
125,37,car,0.634,760,131,781,149,31.4,px/s,
125,34,car,0.585,637,93,651,105,20.5,px/s,
125,22,car,0.555,738,112,753,123,18.0,px/s,
125,29,car,0.411,740,96,755,110,6.0,px/s,
126,23,car,0.845,252,176,308,208,143.3,px/s,
126,24,car,0.807,422,178,465,210,94.4,px/s,
126,31,car,0.786,738,139,762,158,18.0,px/s,
126,19,car,0.715,673,153,705,180,26.5,px/s,
126,26,car,0.702,681,110,697,123,20.5,px/s,
126,27,car,0.681,596,104,611,116,20.5,px/s,
126,21,car,0.641,727,122,740,135,20.5,px/s,
126,37,car,0.638,759,131,781,149,31.4,px/s,
126,34,car,0.586,637,93,651,105,12.0,px/s,
126,22,car,0.550,738,112,753,123,18.0,px/s,
126,29,car,0.414,740,96,755,110,6.0,px/s,
127,23,car,0.847,246,177,302,209,143.3,px/s,
127,24,car,0.777,417,179,461,213,99.6,px/s,
127,31,car,0.776,738,139,761,157,26.5,px/s,
127,27,car,0.684,596,104,610,116,14.5,px/s,
127,26,car,0.674,681,110,698,123,14.5,px/s,
127,21,car,0.668,726,121,740,135,12.0,px/s,
127,19,car,0.647,674,152,706,179,29.0,px/s,
127,22,car,0.616,738,112,753,123,18.0,px/s,
127,37,car,0.584,759,130,781,148,31.4,px/s,
127,34,car,0.563,636,93,650,105,18.0,px/s,
127,29,car,0.338,740,96,756,110,6.0,px/s,
128,23,car,0.827,239,178,296,211,149.0,px/s,
128,24,car,0.808,410,181,458,215,110.3,px/s,
128,31,car,0.780,738,138,761,157,20.5,px/s,
128,27,car,0.712,595,104,610,116,20.5,px/s,
128,19,car,0.637,674,152,707,178,29.0,px/s,
128,37,car,0.585,758,129,780,148,24.0,px/s,
128,26,car,0.583,681,110,698,123,8.5,px/s,
128,34,car,0.572,635,93,650,105,18.0,px/s,
128,22,car,0.566,738,111,753,123,12.0,px/s,
128,21,car,0.503,727,120,740,134,12.0,px/s,
128,29,truck,0.259,741,96,756,110,6.0,px/s,
129,23,car,0.848,232,179,290,212,149.0,px/s,
129,24,car,0.839,407,182,453,217,107.1,px/s,
129,31,car,0.770,738,138,761,156,20.5,px/s,
129,19,car,0.675,676,151,707,177,29.0,px/s,
129,27,car,0.675,594,105,610,116,12.0,px/s,
129,37,car,0.661,758,129,780,147,24.0,px/s,
129,34,car,0.551,633,93,649,106,20.5,px/s,
129,22,car,0.542,739,111,753,123,12.0,px/s,
129,26,car,0.529,682,109,698,122,8.5,px/s,
129,21,car,0.411,727,121,740,134,6.0,px/s,
129,29,truck,0.262,741,95,756,109,12.0,px/s,
130,23,car,0.852,225,181,284,214,160.4,px/s,
130,24,car,0.844,403,184,451,219,110.8,px/s,
130,31,car,0.774,737,137,761,156,14.5,px/s,
130,19,car,0.687,676,151,707,176,29.0,px/s,
130,27,car,0.671,593,105,609,117,14.5,px/s,
130,37,car,0.670,758,129,779,147,24.0,px/s,
130,22,car,0.621,739,111,753,122,12.0,px/s,
130,21,car,0.582,727,120,739,133,12.0,px/s,
130,34,car,0.463,633,94,648,106,26.5,px/s,
130,26,car,0.424,682,108,699,122,8.5,px/s,
130,29,car,0.263,741,95,756,109,12.0,px/s,
131,23,car,0.855,219,182,278,216,198.3,px/s,
131,31,car,0.801,737,137,761,156,14.5,px/s,
131,24,car,0.798,398,186,447,222,145.8,px/s,
131,19,car,0.673,677,151,708,175,37.5,px/s,
131,27,car,0.635,593,106,609,117,14.5,px/s,
131,37,car,0.626,757,129,779,147,24.0,px/s,
131,22,car,0.610,738,110,753,122,18.0,px/s,
131,21,car,0.489,727,120,739,133,12.0,px/s,
131,26,car,0.483,683,107,699,122,14.5,px/s,
131,34,car,0.435,633,94,648,107,32.5,px/s,
131,29,car,0.252,741,95,756,109,12.0,px/s,
132,23,car,0.855,219,182,278,216,161.8,px/s,
132,24,car,0.800,398,186,447,222,115.8,px/s,
132,31,car,0.800,737,137,761,156,6.0,px/s,
132,19,car,0.674,677,151,708,175,29.0,px/s,
132,27,car,0.633,593,106,609,117,14.5,px/s,
132,37,car,0.624,757,129,779,147,18.0,px/s,
132,22,car,0.606,738,110,753,122,18.0,px/s,
132,21,car,0.479,727,120,739,133,12.0,px/s,
132,26,car,0.476,683,107,699,122,14.5,px/s,
132,34,car,0.445,633,94,648,107,26.5,px/s,
133,23,car,0.857,212,183,272,217,154.6,px/s,
133,24,car,0.805,393,189,443,223,108.2,px/s,
133,31,car,0.801,737,137,761,155,12.0,px/s,
133,19,car,0.671,678,150,708,174,31.5,px/s,
133,27,car,0.653,592,106,608,118,17.0,px/s,
133,37,car,0.615,757,129,778,147,18.0,px/s,
133,22,car,0.590,738,111,753,122,18.0,px/s,
133,21,car,0.488,727,120,738,133,12.0,px/s,
133,34,car,0.451,632,94,646,107,26.5,px/s,
133,26,car,0.444,683,108,699,121,20.5,px/s,
133,29,truck,0.259,741,95,756,109,6.0,px/s,
134,23,car,0.865,204,185,265,219,167.6,px/s,
134,24,car,0.853,388,191,439,226,116.3,px/s,
134,31,car,0.795,737,137,760,154,14.5,px/s,
134,19,car,0.720,678,149,708,173,29.0,px/s,
134,27,car,0.661,591,106,607,118,23.0,px/s,
134,22,car,0.633,738,111,752,122,12.0,px/s,
134,37,car,0.609,757,127,778,146,18.0,px/s,
134,34,car,0.498,631,94,646,105,31.4,px/s,
134,26,car,0.451,683,109,699,120,18.0,px/s,
134,21,car,0.445,727,119,738,132,18.0,px/s,
134,29,car,0.269,742,95,756,110,14.5,px/s,
135,23,car,0.860,197,186,259,221,161.9,px/s,
135,24,car,0.830,383,191,435,228,121.5,px/s,
135,31,car,0.810,737,136,760,154,14.5,px/s,
135,19,car,0.751,679,148,708,173,23.0,px/s,
135,22,car,0.659,738,111,752,121,12.0,px/s,
135,27,car,0.650,591,106,606,118,20.5,px/s,
135,37,car,0.586,757,127,778,146,12.0,px/s,
135,34,car,0.523,631,94,645,105,25.4,px/s,
135,21,car,0.500,727,119,738,132,12.0,px/s,
135,26,car,0.438,684,108,699,120,18.0,px/s,
135,39,car,0.403,680,89,695,100,,px/s,
136,23,car,0.857,190,187,253,223,167.6,px/s,
136,31,car,0.817,737,136,760,153,20.5,px/s,
136,19,car,0.728,679,148,708,172,20.5,px/s,
136,22,car,0.684,738,111,752,121,6.0,px/s,
136,27,car,0.670,591,106,606,119,26.5,px/s,
136,37,car,0.639,756,126,777,145,20.5,px/s,
136,24,car,0.625,378,193,430,230,118.9,px/s,
136,34,car,0.551,630,95,644,107,32.8,px/s,
136,21,car,0.534,727,119,738,132,12.0,px/s,
136,39,car,0.450,679,89,695,100,,px/s,
136,26,car,0.429,684,108,699,120,12.0,px/s,
137,23,car,0.861,182,189,246,224,210.0,px/s,
137,31,car,0.822,736,135,759,153,26.5,px/s,
137,19,car,0.749,680,147,708,171,29.0,px/s,
137,37,car,0.678,755,126,776,145,26.5,px/s,
137,27,car,0.660,590,106,606,119,26.5,px/s,
137,22,car,0.656,738,111,752,121,6.0,px/s,
137,34,car,0.561,629,95,644,107,38.8,px/s,
137,24,car,0.559,372,183,426,234,157.3,px/s,
137,21,car,0.512,727,119,738,131,18.0,px/s,
137,39,car,0.431,679,89,694,100,,px/s,
137,26,car,0.360,684,108,700,120,18.0,px/s,
138,23,car,0.861,182,189,246,224,173.5,px/s,
138,31,car,0.822,736,135,759,153,20.5,px/s,
138,19,car,0.746,680,147,708,171,20.5,px/s,
138,37,car,0.678,755,126,776,145,20.5,px/s,
138,27,car,0.660,590,106,606,119,18.0,px/s,
138,22,car,0.654,738,111,752,121,6.0,px/s,
138,34,car,0.561,629,95,644,107,32.8,px/s,
138,24,car,0.559,372,183,426,234,132.5,px/s,
138,21,car,0.514,727,119,738,131,12.0,px/s,
138,39,car,0.431,679,89,694,100,10.0,px/s,
138,26,car,0.359,684,108,700,120,12.0,px/s,
139,23,car,0.861,175,191,238,227,175.3,px/s,
139,31,car,0.811,736,135,759,153,12.0,px/s,
139,19,car,0.675,680,146,709,170,20.5,px/s,
139,22,car,0.654,738,111,752,121,6.0,px/s,
139,37,car,0.635,754,126,776,144,20.5,px/s,
139,27,car,0.635,589,107,605,119,18.0,px/s,
139,34,car,0.562,628,95,643,107,25.4,px/s,
139,24,car,0.533,367,195,421,236,129.9,px/s,
139,26,car,0.479,685,106,700,119,12.0,px/s,
139,39,car,0.471,678,89,693,100,15.0,px/s,
139,21,car,0.464,727,119,737,131,6.0,px/s,
140,23,car,0.858,167,193,232,228,179.8,px/s,
140,31,car,0.808,736,135,758,152,18.0,px/s,
140,24,car,0.783,361,199,417,238,135.4,px/s,
140,22,car,0.676,738,110,752,121,0.0,px/s,
140,37,car,0.649,755,125,776,144,20.5,px/s,
140,27,car,0.649,588,107,604,119,18.0,px/s,
140,34,car,0.614,628,95,642,107,25.4,px/s,
140,19,car,0.558,680,145,709,169,26.5,px/s,
140,39,car,0.501,677,89,693,100,12.0,px/s,
140,26,car,0.457,686,107,700,119,18.0,px/s,
140,21,car,0.432,727,118,737,130,12.0,px/s,
140,29,car,0.271,743,94,757,109,17.0,px/s,
141,23,car,0.860,159,194,224,231,187.4,px/s,
141,31,car,0.800,736,134,758,152,12.0,px/s,
141,24,car,0.783,355,201,412,241,143.3,px/s,
141,22,car,0.697,738,109,752,120,6.0,px/s,
141,27,car,0.690,588,107,603,120,20.5,px/s,
141,34,car,0.649,627,95,642,107,18.0,px/s,
141,37,car,0.637,755,125,775,143,18.0,px/s,
141,39,car,0.583,676,89,692,100,18.0,px/s,
141,26,car,0.553,686,101,702,119,24.0,px/s,
141,40,car,0.520,700,104,720,120,,px/s,
141,19,car,0.455,680,144,710,168,29.0,px/s,
141,21,car,0.454,727,118,736,130,18.0,px/s,
141,29,car,0.408,743,94,758,109,17.0,px/s,
142,23,car,0.863,151,195,216,233,194.4,px/s,
142,24,car,0.821,349,203,407,244,139.9,px/s,
142,31,car,0.783,736,133,758,151,12.0,px/s,
142,27,car,0.714,588,107,603,120,20.5,px/s,
142,22,car,0.705,738,109,752,120,6.0,px/s,
142,34,car,0.673,626,95,641,107,18.0,px/s,
142,37,car,0.619,754,124,775,143,18.0,px/s,
142,39,car,0.615,676,89,691,100,18.0,px/s,
142,21,car,0.488,727,117,736,129,18.0,px/s,
142,29,car,0.456,743,94,758,109,17.0,px/s,
142,19,car,0.451,680,144,710,167,26.5,px/s,
142,26,car,0.353,686,101,703,119,18.0,px/s,
143,23,car,0.864,142,197,209,235,243.9,px/s,
143,24,car,0.846,343,205,401,247,180.1,px/s,
143,31,car,0.770,736,133,757,151,18.0,px/s,
143,27,car,0.697,587,108,602,120,26.5,px/s,
143,34,car,0.664,626,95,640,108,24.0,px/s,
143,22,car,0.642,738,109,752,120,6.0,px/s,
143,37,car,0.601,755,124,774,143,18.0,px/s,
143,39,car,0.601,675,89,690,101,26.5,px/s,
143,26,car,0.503,686,105,702,119,18.0,px/s,
143,29,car,0.488,743,94,758,108,23.0,px/s,
143,19,car,0.422,681,143,710,167,26.5,px/s,
143,21,car,0.383,727,117,735,129,18.0,px/s,
144,23,car,0.863,142,197,209,235,192.6,px/s,
144,24,car,0.846,343,205,401,247,147.8,px/s,
144,31,car,0.770,736,133,757,151,18.0,px/s,
144,27,car,0.694,587,108,602,120,20.5,px/s,
144,34,car,0.660,626,95,640,108,18.0,px/s,
144,22,car,0.621,738,109,752,120,6.0,px/s,
144,37,car,0.602,755,124,774,143,12.0,px/s,
144,39,car,0.601,675,89,690,101,20.5,px/s,
144,26,car,0.501,686,105,702,119,12.0,px/s,
144,29,car,0.490,743,94,758,108,14.5,px/s,
144,19,car,0.439,681,143,710,167,20.5,px/s,
144,21,car,0.393,727,117,735,129,18.0,px/s,
145,23,car,0.857,133,199,201,237,199.7,px/s,
145,24,car,0.851,337,208,396,250,155.7,px/s,
145,31,car,0.767,736,133,757,150,18.0,px/s,
145,22,car,0.691,739,109,752,120,6.0,px/s,
145,27,car,0.669,586,108,602,120,14.5,px/s,
145,34,car,0.634,625,95,640,107,26.5,px/s,
145,39,car,0.593,674,89,690,101,20.5,px/s,
145,37,car,0.558,754,125,774,142,18.0,px/s,
145,26,car,0.510,687,105,702,118,12.0,px/s,
145,19,car,0.488,682,143,710,166,23.0,px/s,
145,21,car,0.335,727,117,734,129,18.0,px/s,
145,29,car,0.334,743,94,758,108,6.0,px/s,
146,23,car,0.853,128,201,193,239,192.1,px/s,
146,24,car,0.840,330,210,391,253,155.7,px/s,
146,31,car,0.782,736,133,756,150,18.0,px/s,
146,22,car,0.706,739,109,752,119,6.0,px/s,
146,27,car,0.649,585,108,601,121,14.5,px/s,
146,37,car,0.621,754,124,773,141,20.5,px/s,
146,34,car,0.616,624,95,640,107,20.5,px/s,
146,39,car,0.602,673,90,689,101,20.5,px/s,
146,19,car,0.575,683,143,711,165,23.0,px/s,
146,26,car,0.495,687,105,702,118,6.0,px/s,
146,29,car,0.373,744,93,759,108,12.0,px/s,
146,21,car,0.289,727,116,734,129,12.0,px/s,
147,23,car,0.858,118,203,185,242,199.6,px/s,
147,24,car,0.828,323,212,386,256,161.0,px/s,
147,31,car,0.790,735,132,756,149,20.5,px/s,
147,22,car,0.722,739,108,752,119,6.0,px/s,
147,27,car,0.672,584,109,601,121,20.5,px/s,
147,19,car,0.596,684,142,711,165,17.0,px/s,
147,37,car,0.593,754,124,773,141,14.5,px/s,
147,34,car,0.590,623,96,639,107,20.5,px/s,
147,39,car,0.585,672,90,688,101,20.5,px/s,
147,26,car,0.570,687,104,703,118,12.0,px/s,
147,29,car,0.314,744,93,759,108,12.0,px/s,
147,21,car,0.283,727,116,735,128,14.5,px/s,
148,23,car,0.845,105,205,177,244,211.3,px/s,
148,24,car,0.823,317,215,380,259,161.0,px/s,
148,31,car,0.778,735,132,756,149,14.5,px/s,
148,27,car,0.652,584,109,600,121,14.5,px/s,
148,22,car,0.647,739,109,752,119,6.0,px/s,
148,19,car,0.625,685,142,711,164,25.5,px/s,
148,37,car,0.618,754,124,773,141,14.5,px/s,
148,34,car,0.610,623,96,638,107,20.5,px/s,
148,39,car,0.594,672,90,687,101,18.0,px/s,
148,26,car,0.590,688,103,703,117,18.0,px/s,
148,29,car,0.404,744,94,759,108,6.0,px/s,
148,21,car,0.277,727,116,734,128,20.5,px/s,
149,23,car,0.861,95,207,169,246,266.6,px/s,
149,24,car,0.828,309,217,374,263,209.4,px/s,
149,31,car,0.788,735,131,756,148,20.5,px/s,
149,19,car,0.691,685,140,712,163,31.5,px/s,
149,22,car,0.668,738,108,752,119,6.0,px/s,
149,37,car,0.644,754,123,772,140,20.5,px/s,
149,27,car,0.634,584,109,600,122,20.5,px/s,
149,34,car,0.604,621,96,637,108,29.0,px/s,
149,26,car,0.584,688,105,702,117,18.0,px/s,
149,39,car,0.552,671,90,686,101,24.0,px/s,
149,29,car,0.375,744,94,759,108,6.0,px/s,
149,21,car,0.321,727,116,734,127,26.5,px/s,
150,23,car,0.858,95,207,169,246,217.1,px/s,
150,24,car,0.829,309,217,374,263,169.1,px/s,
150,31,car,0.788,735,131,756,148,14.5,px/s,
150,19,car,0.692,685,140,712,163,23.0,px/s,
150,22,car,0.661,738,108,752,119,6.0,px/s,
150,37,car,0.661,754,123,772,140,14.5,px/s,
150,27,car,0.635,584,109,600,122,20.5,px/s,
150,34,car,0.602,621,96,637,108,20.5,px/s,
150,26,car,0.581,688,105,702,117,12.0,px/s,
150,39,car,0.552,671,90,686,101,24.0,px/s,
150,29,car,0.386,744,94,759,108,6.0,px/s,
150,21,car,0.322,727,116,734,127,20.5,px/s,
151,24,car,0.844,301,220,368,266,174.6,px/s,
151,23,car,0.793,87,209,160,249,230.3,px/s,
151,31,car,0.786,735,131,756,148,14.5,px/s,
151,37,car,0.715,752,123,772,140,12.0,px/s,
151,19,car,0.676,685,140,711,162,20.5,px/s,
151,22,car,0.671,739,108,752,119,0.0,px/s,
151,26,car,0.647,688,104,703,117,12.0,px/s,
151,34,car,0.633,621,96,637,108,20.5,px/s,
151,27,car,0.631,583,109,599,122,18.0,px/s,
151,39,car,0.474,670,90,685,101,24.0,px/s,
152,24,car,0.868,294,223,361,269,180.0,px/s,
152,23,car,0.814,77,211,152,252,230.3,px/s,
152,31,car,0.765,735,131,756,148,6.0,px/s,
152,37,car,0.711,752,123,771,140,18.0,px/s,
152,19,car,0.660,685,140,712,162,20.5,px/s,
152,27,car,0.638,582,110,599,123,20.5,px/s,
152,34,car,0.599,620,97,636,108,20.5,px/s,
152,26,car,0.593,689,105,703,117,12.0,px/s,
152,22,car,0.587,739,108,752,118,6.0,px/s,
152,21,car,0.546,716,115,734,128,51.1,px/s,
152,39,car,0.410,669,90,685,101,18.0,px/s,
153,24,car,0.862,285,226,355,273,188.1,px/s,
153,23,car,0.774,66,213,142,254,230.3,px/s,
153,31,car,0.739,735,131,755,148,6.0,px/s,
153,27,car,0.687,581,110,598,123,26.5,px/s,
153,22,car,0.679,739,108,752,118,6.0,px/s,
153,37,car,0.654,752,122,770,139,24.0,px/s,
153,39,car,0.594,668,90,684,102,20.5,px/s,
153,21,car,0.583,716,115,734,128,42.6,px/s,
153,19,car,0.573,686,139,712,161,20.5,px/s,
153,34,car,0.570,620,97,636,108,14.5,px/s,
153,26,car,0.530,689,105,703,116,12.0,px/s,
153,40,car,0.321,703,102,720,117,,px/s,
154,24,car,0.847,277,229,348,278,196.4,px/s,
154,23,car,0.763,55,214,134,256,236.2,px/s,
154,31,car,0.710,735,130,755,147,6.0,px/s,
154,27,car,0.702,581,110,598,123,20.5,px/s,
154,22,car,0.657,739,108,752,118,6.0,px/s,
154,39,car,0.608,668,90,683,102,20.5,px/s,
154,21,car,0.569,716,114,734,127,42.6,px/s,
154,34,car,0.563,619,97,635,108,12.0,px/s,
154,37,car,0.529,752,122,770,139,18.0,px/s,
154,19,car,0.520,686,139,712,160,20.5,px/s,
154,26,car,0.464,689,104,704,116,12.0,px/s,
154,29,truck,0.288,746,93,760,107,13.4,px/s,
155,24,car,0.828,269,232,340,281,247.6,px/s,
155,31,car,0.740,735,129,755,146,12.0,px/s,
155,27,car,0.710,580,110,597,124,29.0,px/s,
155,23,car,0.672,45,216,123,259,298.9,px/s,
155,39,car,0.628,666,90,683,102,26.5,px/s,
155,22,car,0.608,739,108,752,117,12.0,px/s,
155,21,car,0.600,716,114,734,127,36.6,px/s,
155,34,car,0.592,618,97,634,108,18.0,px/s,
155,37,car,0.575,752,121,770,139,18.0,px/s,
155,19,car,0.440,687,137,713,160,26.5,px/s,
155,26,car,0.380,690,103,704,115,20.5,px/s,
155,29,truck,0.264,746,93,760,107,13.4,px/s,
156,24,car,0.826,269,232,341,281,207.9,px/s,
156,31,car,0.740,735,129,755,146,12.0,px/s,
156,27,car,0.700,580,110,597,124,23.0,px/s,
156,23,car,0.696,45,216,123,259,241.9,px/s,
156,39,car,0.626,666,90,683,102,20.5,px/s,
156,22,car,0.612,739,108,752,117,12.0,px/s,
156,21,car,0.600,716,114,734,127,36.6,px/s,
156,37,car,0.594,752,121,770,139,12.0,px/s,
156,34,car,0.589,618,97,634,108,18.0,px/s,
156,19,car,0.453,687,137,713,160,20.5,px/s,
156,26,car,0.379,690,103,704,115,20.5,px/s,
156,29,truck,0.267,746,93,760,107,13.4,px/s,
157,24,car,0.861,260,235,334,285,215.9,px/s,
157,23,car,0.847,33,219,113,262,253.4,px/s,
157,31,car,0.750,735,129,755,146,12.0,px/s,
157,27,car,0.687,579,110,597,124,14.5,px/s,
157,37,car,0.613,752,121,770,138,12.0,px/s,
157,22,car,0.612,739,107,752,117,6.0,px/s,
157,39,car,0.609,665,90,683,102,20.5,px/s,
157,21,car,0.597,716,113,734,126,12.0,px/s,
157,19,car,0.563,687,137,713,159,26.5,px/s,
157,34,car,0.537,617,97,633,109,20.5,px/s,
157,26,car,0.461,690,104,705,115,14.5,px/s,
157,29,car,0.304,746,93,760,107,13.4,px/s,
158,24,car,0.881,251,238,326,290,229.3,px/s,
158,23,car,0.874,22,221,104,265,254.9,px/s,
158,31,car,0.767,735,128,754,145,20.5,px/s,
158,27,car,0.673,579,110,596,124,14.5,px/s,
158,39,car,0.594,665,90,682,103,20.5,px/s,
158,19,car,0.587,687,137,713,158,24.0,px/s,
158,22,car,0.559,739,106,752,117,6.0,px/s,
158,26,car,0.558,690,103,705,115,8.5,px/s,
158,21,car,0.541,716,113,734,126,12.0,px/s,
158,37,car,0.528,752,121,770,137,12.0,px/s,
158,34,car,0.519,616,98,631,109,32.5,px/s,
158,29,car,0.337,746,93,760,107,13.4,px/s,
159,23,car,0.877,11,223,94,267,260.8,px/s,
159,24,car,0.857,241,241,318,295,234.5,px/s,
159,31,car,0.767,735,128,754,145,14.5,px/s,
159,27,car,0.689,578,111,595,124,20.5,px/s,
159,22,car,0.655,739,106,752,116,12.0,px/s,
159,19,car,0.645,686,137,714,158,18.0,px/s,
159,26,car,0.588,691,102,705,115,14.5,px/s,
159,34,car,0.569,616,97,631,109,26.5,px/s,
159,21,car,0.538,716,113,734,125,12.0,px/s,
159,37,car,0.528,752,120,768,137,18.0,px/s,
159,39,car,0.505,664,90,681,102,23.0,px/s,
159,29,car,0.406,747,92,761,107,6.0,px/s,
160,24,car,0.860,231,244,310,299,242.3,px/s,
160,31,car,0.778,735,128,754,144,14.5,px/s,
160,27,car,0.696,577,111,594,124,18.0,px/s,
160,19,car,0.676,687,136,714,157,18.0,px/s,
160,22,car,0.627,739,106,752,116,6.0,px/s,
160,39,car,0.617,663,90,680,103,25.5,px/s,
160,26,car,0.545,691,103,706,115,6.0,px/s,
160,34,car,0.530,615,98,630,109,26.5,px/s,
160,37,car,0.497,751,120,768,137,24.0,px/s,
160,21,car,0.459,716,113,734,125,12.0,px/s,
160,29,car,0.425,747,92,761,107,6.0,px/s,
161,24,car,0.848,221,248,302,304,298.1,px/s,
161,31,car,0.767,735,128,754,144,14.5,px/s,
161,19,car,0.666,689,136,714,157,24.0,px/s,
161,27,car,0.661,576,111,594,125,24.0,px/s,
161,22,car,0.576,739,106,752,116,6.0,px/s,
161,39,car,0.574,662,90,679,103,31.5,px/s,
161,37,car,0.541,750,119,768,137,24.0,px/s,
161,34,car,0.517,614,98,629,109,32.5,px/s,
161,26,car,0.488,692,103,706,115,12.0,px/s,
161,29,car,0.412,747,92,761,107,6.0,px/s,
161,21,car,0.387,716,113,734,125,12.0,px/s,
162,24,car,0.851,221,248,301,304,244.4,px/s,
162,31,car,0.767,735,128,754,144,14.5,px/s,
162,19,car,0.670,689,136,714,157,18.0,px/s,
162,27,car,0.659,576,111,594,125,24.0,px/s,
162,39,car,0.575,662,90,679,103,31.5,px/s,
162,22,car,0.575,739,106,752,116,6.0,px/s,
162,37,car,0.554,750,119,768,137,18.0,px/s,
162,34,car,0.515,614,98,629,109,24.0,px/s,
162,26,car,0.492,692,103,706,115,12.0,px/s,
162,29,car,0.411,747,92,761,107,6.0,px/s,
162,21,car,0.386,716,113,734,125,6.0,px/s,
163,24,car,0.892,210,252,293,309,249.7,px/s,
163,31,car,0.749,734,127,754,144,6.0,px/s,
163,19,car,0.667,690,135,714,156,20.5,px/s,
