frame,track_id,class,confidence,x1,y1,x2,y2,speed,unit,violation
248,27,car,0.724,498,137,525,155,53.3,px/s,
248,34,car,0.674,544,115,566,129,32.5,px/s,
248,39,car,0.646,619,105,636,119,20.5,px/s,
248,19,car,0.550,709,112,721,124,20.5,px/s,
248,47,car,0.548,727,93,742,108,14.5,px/s,
248,31,car,0.465,737,107,752,121,12.0,px/s,
248,48,car,0.417,595,103,611,111,12.0,px/s,
249,42,car,0.850,748,156,777,178,27.9,px/s,
249,27,car,0.768,495,137,523,156,58.2,px/s,
249,34,car,0.730,544,115,565,130,29.0,px/s,
249,41,car,0.727,747,137,770,156,14.5,px/s,
249,39,car,0.659,618,105,635,119,20.5,px/s,
249,47,car,0.559,727,93,743,108,12.0,px/s,
249,31,car,0.502,738,107,752,120,20.5,px/s,
249,48,car,0.474,594,103,610,112,20.5,px/s,
249,19,car,0.467,709,112,721,124,20.5,px/s,
249,46,car,0.316,658,90,675,100,68.0,px/s,
250,42,car,0.841,747,155,777,177,25.4,px/s,
250,27,car,0.802,495,137,522,156,52.2,px/s,
250,41,car,0.733,747,137,770,155,20.5,px/s,
250,34,car,0.680,542,115,565,130,29.0,px/s,
250,39,car,0.648,617,106,635,119,14.5,px/s,
250,31,car,0.531,738,108,752,120,14.5,px/s,
250,19,car,0.493,709,111,721,124,14.5,px/s,
250,47,car,0.484,727,93,742,108,18.0,px/s,
250,48,car,0.470,594,103,609,112,26.5,px/s,
250,45,car,0.375,646,109,662,118,57.0,px/s,
250,46,car,0.339,658,90,674,100,62.0,px/s,
251,42,car,0.836,746,155,777,177,31.4,px/s,
251,41,car,0.781,746,136,769,155,26.5,px/s,
251,27,car,0.777,493,138,521,157,54.7,px/s,
251,39,car,0.705,616,106,634,120,23.0,px/s,
251,34,car,0.620,542,115,565,131,35.0,px/s,
251,47,car,0.496,728,95,740,108,18.0,px/s,
251,31,car,0.494,737,109,752,120,20.5,px/s,
251,48,car,0.401,592,103,607,112,38.5,px/s,
251,46,car,0.388,657,90,672,100,68.0,px/s,
251,19,car,0.367,710,112,721,123,20.5,px/s,
251,45,car,0.325,645,108,662,118,63.0,px/s,
252,42,car,0.834,746,155,777,177,25.4,px/s,
252,41,car,0.772,746,136,769,154,24.0,px/s,
252,27,car,0.766,493,138,521,157,41.3,px/s,
252,39,car,0.702,616,106,634,120,23.0,px/s,
252,34,car,0.620,542,115,565,131,26.5,px/s,
252,31,car,0.498,737,109,752,120,20.5,px/s,
252,47,car,0.496,728,95,740,108,18.0,px/s,
252,48,car,0.407,592,103,607,112,32.5,px/s,
252,46,car,0.387,657,90,672,100,37.4,px/s,
252,50,car,0.382,738,105,753,120,,px/s,
252,19,car,0.372,710,112,721,123,12.0,px/s,
252,45,car,0.327,646,109,662,118,42.1,px/s,
253,42,car,0.835,745,154,776,176,33.9,px/s,
253,41,car,0.801,746,136,769,154,18.0,px/s,
253,27,car,0.753,491,138,519,158,41.3,px/s,
253,39,car,0.633,616,106,634,120,14.5,px/s,
253,34,car,0.576,540,116,564,131,26.5,px/s,
253,47,car,0.493,728,97,740,107,18.0,px/s,
253,31,car,0.476,738,109,752,120,20.5,px/s,
253,46,car,0.412,657,90,672,100,25.4,px/s,
253,48,car,0.386,591,104,608,112,26.5,px/s,
253,19,car,0.317,710,111,721,123,6.0,px/s,
253,45,car,0.317,645,109,662,119,42.1,px/s,
254,42,car,0.826,745,154,775,175,26.5,px/s,
254,41,car,0.789,746,135,769,153,24.0,px/s,
254,27,car,0.784,488,138,517,158,45.9,px/s,
254,34,car,0.632,539,116,562,131,30.0,px/s,
254,39,car,0.598,615,107,633,120,14.5,px/s,
254,48,car,0.513,591,101,607,112,18.0,px/s,
254,31,car,0.509,737,108,752,120,18.0,px/s,
254,19,car,0.441,710,111,721,122,12.0,px/s,
254,47,car,0.401,728,97,740,107,12.0,px/s,
254,46,car,0.388,656,91,671,100,18.0,px/s,
254,45,car,0.278,645,110,661,119,42.1,px/s,
255,42,car,0.831,745,153,774,175,26.5,px/s,
255,41,car,0.793,746,135,768,153,18.0,px/s,
255,27,car,0.777,487,139,515,159,48.4,px/s,
255,34,car,0.632,538,116,567,131,36.0,px/s,
255,39,car,0.614,615,107,631,121,23.0,px/s,
255,31,car,0.564,738,107,752,120,24.0,px/s,
255,47,car,0.466,728,97,741,107,6.0,px/s,
255,19,car,0.465,710,111,721,122,12.0,px/s,
255,46,car,0.425,655,90,670,101,26.5,px/s,
255,48,car,0.292,590,104,606,113,20.5,px/s,
255,45,car,0.291,644,110,661,120,29.0,px/s,
256,42,car,0.831,745,152,774,174,26.5,px/s,
256,41,car,0.782,746,135,768,152,18.0,px/s,
256,27,car,0.737,486,139,514,159,45.9,px/s,
256,34,car,0.648,536,117,558,132,60.6,px/s,
256,39,car,0.642,614,107,631,121,20.5,px/s,
256,31,car,0.558,738,108,752,119,24.0,px/s,
256,19,car,0.480,710,110,721,122,6.0,px/s,
256,47,car,0.417,728,98,742,107,12.0,px/s,
256,48,car,0.414,589,101,606,113,14.5,px/s,
256,46,car,0.407,655,90,670,101,14.5,px/s,
256,45,car,0.332,644,111,661,120,23.0,px/s,
257,42,car,0.829,744,152,774,173,32.5,px/s,
257,41,car,0.802,746,134,768,152,12.0,px/s,
257,27,car,0.740,484,139,512,160,59.3,px/s,
257,39,car,0.658,613,108,630,121,26.5,px/s,
257,34,car,0.605,535,117,557,132,66.6,px/s,
257,31,car,0.595,738,107,752,119,24.0,px/s,
257,19,car,0.514,710,110,721,122,6.0,px/s,
257,47,car,0.449,728,98,742,107,12.0,px/s,
257,45,car,0.415,643,111,660,120,23.0,px/s,
257,46,car,0.369,654,91,669,101,20.5,px/s,
257,51,car,0.361,641,100,656,111,,px/s,
257,48,car,0.317,588,104,604,114,23.0,px/s,
258,42,car,0.830,744,152,774,173,24.0,px/s,
258,41,car,0.809,746,134,768,152,12.0,px/s,
258,27,car,0.742,484,139,512,160,45.9,px/s,
258,39,car,0.646,613,108,630,121,26.5,px/s,
258,34,car,0.622,535,117,557,132,60.6,px/s,
258,31,car,0.595,738,107,752,119,18.0,px/s,
258,19,car,0.522,710,110,721,122,6.0,px/s,
258,47,car,0.446,728,98,742,107,6.0,px/s,
258,45,car,0.417,643,111,660,120,14.5,px/s,
258,46,car,0.365,654,91,669,101,20.5,px/s,
258,51,car,0.355,641,100,656,111,,px/s,
258,48,car,0.324,588,104,605,114,23.0,px/s,
259,42,car,0.828,744,151,773,172,26.5,px/s,
259,41,car,0.808,745,134,767,152,12.0,px/s,
259,27,car,0.749,481,139,510,160,45.9,px/s,
259,34,car,0.690,534,117,556,132,54.6,px/s,
259,39,car,0.626,613,107,630,122,26.5,px/s,
259,31,car,0.552,738,106,752,119,12.0,px/s,
259,45,car,0.492,642,111,660,120,14.5,px/s,
259,19,car,0.487,710,110,722,122,6.0,px/s,
259,47,car,0.455,729,98,743,107,12.0,px/s,
259,48,car,0.422,587,104,604,113,31.5,px/s,
259,46,car,0.341,653,91,668,101,20.5,px/s,
259,51,car,0.283,641,99,656,111,,px/s,
260,42,car,0.843,744,150,773,171,26.5,px/s,
260,41,car,0.825,745,134,767,151,18.0,px/s,
260,27,car,0.741,479,140,508,161,50.8,px/s,
260,34,car,0.644,533,117,555,133,51.1,px/s,
260,39,car,0.567,612,108,630,122,18.0,px/s,
260,31,car,0.550,738,107,752,119,6.0,px/s,
260,47,car,0.459,729,98,743,107,12.0,px/s,
260,19,car,0.440,710,110,721,121,14.5,px/s,
260,46,car,0.423,652,91,668,101,12.0,px/s,
260,48,car,0.419,586,103,603,114,31.5,px/s,
260,45,car,0.419,642,111,659,120,12.0,px/s,
260,51,car,0.299,640,98,656,110,10.0,px/s,
261,42,car,0.842,743,150,772,171,26.5,px/s,
261,41,car,0.797,745,133,766,151,18.0,px/s,
261,27,car,0.785,477,141,507,161,50.8,px/s,
261,34,car,0.606,532,118,554,133,26.5,px/s,
261,31,car,0.515,738,108,752,119,0.0,px/s,
261,46,car,0.484,652,91,667,101,18.0,px/s,
261,52,car,0.448,632,94,646,104,,px/s,
261,47,car,0.443,729,97,743,107,6.0,px/s,
261,45,car,0.414,642,112,659,121,18.0,px/s,
261,19,car,0.402,711,109,721,121,20.5,px/s,
261,39,car,0.385,610,109,628,123,25.4,px/s,
261,51,car,0.321,640,98,656,111,15.0,px/s,
261,48,car,0.318,586,103,602,114,25.5,px/s,
262,42,car,0.839,743,149,771,170,26.5,px/s,
262,27,car,0.779,475,143,506,162,50.8,px/s,
262,41,car,0.772,745,133,767,151,24.0,px/s,
262,34,car,0.685,531,118,553,133,26.5,px/s,
262,31,car,0.501,738,108,752,119,0.0,px/s,
262,45,car,0.434,642,112,658,121,12.0,px/s,
262,46,car,0.424,651,91,666,101,18.0,px/s,
262,47,car,0.423,729,97,743,106,12.0,px/s,
262,52,car,0.407,631,94,646,104,,px/s,
262,19,car,0.394,711,109,722,120,26.5,px/s,
262,51,car,0.330,639,99,656,112,20.5,px/s,
262,39,car,0.288,610,109,628,123,19.4,px/s,
263,42,car,0.843,743,148,771,169,32.5,px/s,
263,27,car,0.750,473,142,503,162,62.8,px/s,
263,41,car,0.728,745,132,767,151,24.0,px/s,
263,34,car,0.579,530,118,552,134,35.0,px/s,
263,39,car,0.571,609,110,628,123,25.4,px/s,
263,31,car,0.505,738,107,752,118,6.0,px/s,
263,45,car,0.504,640,112,658,122,20.5,px/s,
263,46,car,0.460,650,91,665,102,26.5,px/s,
263,47,car,0.429,730,97,743,106,12.0,px/s,
263,19,car,0.363,711,110,722,120,26.5,px/s,
263,51,car,0.358,639,100,655,111,26.5,px/s,
263,52,car,0.346,630,94,645,104,,px/s,
263,48,car,0.316,583,104,600,115,35.9,px/s,
264,42,car,0.842,743,148,771,169,24.0,px/s,
264,27,car,0.752,473,142,503,162,44.8,px/s,
264,41,car,0.732,745,132,767,151,18.0,px/s,
264,34,car,0.581,530,118,552,134,29.0,px/s,
264,39,car,0.575,609,110,628,123,19.4,px/s,
264,45,car,0.507,640,112,658,122,20.5,px/s,
264,31,car,0.500,738,107,752,118,6.0,px/s,
264,46,car,0.461,650,91,665,102,20.5,px/s,
264,47,car,0.431,730,97,743,106,6.0,px/s,
264,19,car,0.367,711,110,722,120,20.5,px/s,
264,51,car,0.362,639,100,655,111,26.5,px/s,
264,52,car,0.340,630,94,645,104,20.0,px/s,
264,48,car,0.316,583,104,600,115,35.9,px/s,
265,42,car,0.842,742,147,770,168,26.5,px/s,
265,27,car,0.664,471,142,502,163,44.8,px/s,
265,41,car,0.643,744,132,767,150,20.5,px/s,
265,39,car,0.578,608,110,627,124,27.9,px/s,
265,31,car,0.501,738,106,752,118,6.0,px/s,
265,34,car,0.487,528,119,550,134,32.5,px/s,
265,46,car,0.468,649,91,664,102,26.5,px/s,
265,45,car,0.454,641,112,658,122,14.5,px/s,
265,19,car,0.444,711,109,722,120,12.0,px/s,
265,47,car,0.426,731,96,743,106,12.0,px/s,
265,48,car,0.377,582,103,600,115,27.5,px/s,
265,52,car,0.344,630,94,645,104,15.0,px/s,
265,51,car,0.285,638,100,655,111,26.5,px/s,
266,42,car,0.841,742,147,770,168,20.5,px/s,
266,27,car,0.774,469,143,500,164,52.2,px/s,
266,41,car,0.711,745,131,766,149,20.5,px/s,
266,39,car,0.676,608,110,626,124,14.5,px/s,
266,45,car,0.495,639,112,658,122,14.5,px/s,
266,31,car,0.494,738,107,752,118,6.0,px/s,
266,34,car,0.466,527,119,549,134,32.5,px/s,
266,46,car,0.428,647,92,664,102,26.5,px/s,
266,48,car,0.413,581,106,598,115,31.0,px/s,
266,19,car,0.407,711,109,722,119,12.0,px/s,
266,47,car,0.402,730,96,743,106,18.0,px/s,
266,51,car,0.310,638,101,654,111,20.5,px/s,
267,42,car,0.847,741,147,770,168,20.5,px/s,
267,27,car,0.733,466,145,499,165,52.2,px/s,
267,39,car,0.721,607,111,626,124,20.5,px/s,
267,41,car,0.713,745,131,766,149,14.5,px/s,
267,45,car,0.558,638,112,657,123,23.0,px/s,
267,34,car,0.513,527,120,549,135,32.5,px/s,
267,31,car,0.473,738,106,752,117,12.0,px/s,
267,51,car,0.471,637,101,654,112,20.5,px/s,
267,48,car,0.411,580,106,597,116,39.5,px/s,
267,46,car,0.400,647,92,663,102,20.5,px/s,
267,47,car,0.369,731,96,743,105,20.5,px/s,
267,19,car,0.319,712,109,722,120,14.5,px/s,
267,52,car,0.288,628,95,643,105,25.4,px/s,
268,42,car,0.818,741,147,769,167,20.5,px/s,
268,27,car,0.749,464,144,496,166,53.7,px/s,
268,41,car,0.714,744,131,765,148,23.0,px/s,
268,39,car,0.664,606,111,625,125,23.0,px/s,
268,34,car,0.548,525,120,548,135,36.0,px/s,
268,31,car,0.530,738,105,752,117,6.0,px/s,
268,45,car,0.529,638,113,657,123,14.5,px/s,
268,46,car,0.478,647,92,662,102,18.0,px/s,
268,51,car,0.456,637,101,654,112,14.5,px/s,
268,52,car,0.432,627,94,643,105,19.4,px/s,
268,48,car,0.415,580,106,597,116,20.5,px/s,
268,47,car,0.335,732,96,744,105,26.5,px/s,
268,19,car,0.308,712,109,722,119,20.5,px/s,
269,42,car,0.787,741,146,768,166,29.0,px/s,
269,27,car,0.713,463,145,494,167,67.1,px/s,
269,39,car,0.703,605,111,625,125,23.0,px/s,
269,34,car,0.701,524,120,546,135,42.0,px/s,
269,41,car,0.699,745,131,766,148,29.0,px/s,
269,31,car,0.554,738,106,752,117,6.0,px/s,
269,45,car,0.471,638,113,656,123,14.5,px/s,
269,51,car,0.446,637,101,653,113,20.5,px/s,
269,48,car,0.424,579,104,596,116,26.5,px/s,
269,46,car,0.410,645,92,661,102,24.0,px/s,
269,52,car,0.363,626,94,641,105,25.4,px/s,
269,47,car,0.273,733,96,744,105,26.5,px/s,
270,42,car,0.787,741,146,768,166,20.5,px/s,
270,27,car,0.713,463,145,494,167,53.7,px/s,
270,34,car,0.707,524,120,546,135,30.0,px/s,
270,39,car,0.703,605,111,625,125,14.5,px/s,
270,41,car,0.699,745,131,765,148,20.5,px/s,
270,31,car,0.552,738,106,752,117,6.0,px/s,
270,45,car,0.478,638,113,656,123,14.5,px/s,
270,51,car,0.454,637,101,652,113,20.5,px/s,
270,48,car,0.422,579,104,596,116,26.5,px/s,
270,46,car,0.403,645,92,661,102,18.0,px/s,
270,52,car,0.359,626,94,641,105,25.4,px/s,
270,47,car,0.276,733,96,744,105,20.5,px/s,
271,42,car,0.804,741,146,768,166,20.5,px/s,
271,27,car,0.716,460,146,491,167,58.2,px/s,
271,41,car,0.696,745,130,765,146,26.5,px/s,
271,34,car,0.694,523,121,545,136,32.5,px/s,
271,39,car,0.673,604,111,624,125,20.5,px/s,
271,31,car,0.615,738,105,752,117,6.0,px/s,
271,45,car,0.441,638,112,656,124,14.5,px/s,
271,48,car,0.427,577,103,595,116,20.5,px/s,
271,51,car,0.382,636,101,652,113,20.5,px/s,
271,52,car,0.366,625,94,640,105,31.4,px/s,
271,46,car,0.364,644,92,660,103,20.5,px/s,
271,47,car,0.275,733,95,746,105,20.5,px/s,
271,19,car,0.253,712,108,722,119,20.5,px/s,
272,42,car,0.800,740,145,767,165,23.0,px/s,
272,27,car,0.752,457,146,489,168,58.2,px/s,
272,41,car,0.719,745,130,765,146,26.5,px/s,
272,39,car,0.686,604,112,623,125,20.5,px/s,
272,34,car,0.623,522,121,544,136,32.5,px/s,
272,31,car,0.609,738,105,752,117,0.0,px/s,
272,45,car,0.481,637,113,655,124,12.0,px/s,
272,52,car,0.462,624,94,640,105,18.0,px/s,
272,46,car,0.422,643,92,660,103,26.5,px/s,
272,51,car,0.392,636,101,652,113,12.0,px/s,
272,48,car,0.346,576,104,594,116,18.0,px/s,
272,47,car,0.257,733,95,745,105,12.0,px/s,
273,42,car,0.780,740,145,766,165,17.0,px/s,
273,27,car,0.733,455,148,487,168,56.8,px/s,
273,41,car,0.695,744,130,765,146,24.0,px/s,
273,39,car,0.691,604,112,622,126,18.0,px/s,
273,34,car,0.682,521,121,543,137,29.0,px/s,
273,31,car,0.573,738,105,752,117,0.0,px/s,
273,45,car,0.571,636,114,655,125,20.5,px/s,
273,52,car,0.479,623,94,639,106,26.5,px/s,
273,46,car,0.461,642,92,659,103,26.5,px/s,
273,48,car,0.443,575,104,594,117,26.5,px/s,
273,51,car,0.360,635,100,651,113,18.0,px/s,
273,47,car,0.268,734,95,746,105,12.0,px/s,
274,27,car,0.786,453,148,485,169,56.8,px/s,
274,42,car,0.772,739,144,766,164,17.0,px/s,
274,34,car,0.741,519,122,542,137,35.0,px/s,
274,41,car,0.727,744,129,765,145,24.0,px/s,
274,39,car,0.648,603,112,622,127,26.5,px/s,
274,31,car,0.611,738,104,753,116,6.0,px/s,
274,45,car,0.575,636,114,654,125,20.5,px/s,
274,46,car,0.392,642,92,659,103,20.5,px/s,
274,48,car,0.379,574,104,593,116,29.0,px/s,
274,52,car,0.345,622,95,639,106,20.5,px/s,
274,51,car,0.295,634,102,652,113,12.0,px/s,
275,42,car,0.784,739,143,765,163,23.0,px/s,
275,27,car,0.755,451,148,483,170,70.2,px/s,
275,34,car,0.729,518,121,541,138,43.5,px/s,
275,41,car,0.700,744,129,764,144,30.0,px/s,
275,39,car,0.644,602,112,622,127,26.5,px/s,
275,31,car,0.624,739,103,754,116,12.0,px/s,
275,45,car,0.592,636,114,654,125,20.5,px/s,
275,46,car,0.459,641,92,658,103,26.5,px/s,
275,52,car,0.417,621,95,638,106,26.5,px/s,
275,48,car,0.355,574,104,593,117,35.0,px/s,
275,47,car,0.293,734,96,747,104,18.0,px/s,
275,51,car,0.270,633,101,650,113,18.0,px/s,
276,42,car,0.780,739,143,765,163,23.0,px/s,
276,27,car,0.761,451,149,483,170,52.2,px/s,
276,34,car,0.730,518,121,541,138,35.0,px/s,
276,41,car,0.697,744,129,764,144,18.0,px/s,
276,39,car,0.645,602,112,622,127,20.5,px/s,
276,31,car,0.606,739,103,754,116,12.0,px/s,
276,45,car,0.594,636,114,654,125,14.5,px/s,
276,46,car,0.460,640,92,658,103,18.0,px/s,
276,52,car,0.410,621,95,638,106,20.5,px/s,
276,48,car,0.354,574,104,593,117,29.0,px/s,
276,47,car,0.274,735,96,747,104,24.0,px/s,
276,51,car,0.270,633,101,650,113,18.0,px/s,
277,27,car,0.794,448,148,481,171,57.8,px/s,
277,42,car,0.783,738,143,764,162,23.0,px/s,
277,34,car,0.743,516,122,540,138,35.0,px/s,
277,39,car,0.699,601,113,620,127,26.5,px/s,
277,41,car,0.683,744,128,764,144,18.0,px/s,
277,31,car,0.651,739,103,754,116,12.0,px/s,
277,45,car,0.579,634,114,653,126,21.9,px/s,
277,52,car,0.409,620,97,636,107,29.0,px/s,
277,46,car,0.407,640,93,658,103,12.0,px/s,
277,47,car,0.393,735,95,747,103,24.0,px/s,
277,51,car,0.325,633,101,650,113,18.0,px/s,
277,48,car,0.308,574,105,592,118,29.0,px/s,
278,27,car,0.784,445,149,478,171,63.8,px/s,
278,42,car,0.777,738,143,763,161,31.5,px/s,
278,34,car,0.725,514,123,538,139,39.9,px/s,
278,41,car,0.714,744,128,764,144,12.0,px/s,
278,39,car,0.666,600,113,620,128,26.5,px/s,
278,31,car,0.649,739,103,754,115,18.0,px/s,
278,45,car,0.558,634,115,653,126,13.4,px/s,
278,48,car,0.412,573,105,591,118,26.5,px/s,
278,52,car,0.400,619,97,635,106,29.0,px/s,
278,46,car,0.399,640,92,657,103,12.0,px/s,
278,51,car,0.302,633,101,649,112,18.0,px/s,
278,47,car,0.267,736,96,747,104,30.0,px/s,
279,42,car,0.793,737,142,763,161,23.0,px/s,
279,27,car,0.747,442,150,476,172,63.8,px/s,
279,34,car,0.724,513,123,537,140,36.4,px/s,
279,39,car,0.703,599,114,618,128,30.0,px/s,
279,41,car,0.657,744,128,764,144,6.0,px/s,
279,31,car,0.629,739,103,754,115,12.0,px/s,
279,45,car,0.603,633,114,652,127,21.9,px/s,
279,52,car,0.418,619,96,635,107,29.0,px/s,
279,46,car,0.383,640,92,656,103,12.0,px/s,
279,48,car,0.358,572,105,590,118,24.0,px/s,
279,47,car,0.291,736,95,748,104,30.0,px/s,
280,42,car,0.794,737,141,763,160,23.0,px/s,
280,34,car,0.784,511,123,536,140,39.9,px/s,
280,27,car,0.776,440,149,474,173,63.8,px/s,
280,39,car,0.744,599,114,618,128,30.0,px/s,
280,41,car,0.677,743,128,763,144,6.0,px/s,
280,45,car,0.640,632,115,652,127,21.9,px/s,
280,31,car,0.580,739,102,754,115,6.0,px/s,
280,48,car,0.498,571,105,588,118,30.0,px/s,
280,52,car,0.474,618,96,635,107,29.0,px/s,
280,46,car,0.464,639,92,655,103,12.0,px/s,
280,51,car,0.330,632,102,648,114,31.4,px/s,
281,42,car,0.817,736,141,763,160,29.0,px/s,
281,27,car,0.789,437,150,472,174,82.8,px/s,
281,34,car,0.742,511,123,535,140,39.9,px/s,
281,39,car,0.723,598,114,618,129,36.0,px/s,
281,41,car,0.714,743,127,763,143,12.0,px/s,
281,45,car,0.597,632,117,651,128,30.4,px/s,
281,31,car,0.561,739,102,754,115,6.0,px/s,
281,48,car,0.532,571,105,587,119,36.0,px/s,
281,52,car,0.513,617,95,634,107,35.0,px/s,
281,46,car,0.438,638,92,654,104,20.5,px/s,
282,42,car,0.816,736,141,763,160,20.5,px/s,
282,27,car,0.789,437,150,472,174,63.8,px/s,
282,34,car,0.741,511,123,535,140,33.9,px/s,
282,39,car,0.724,598,114,618,129,24.0,px/s,
282,41,car,0.713,743,127,763,143,12.0,px/s,
282,45,car,0.596,632,117,652,128,23.0,px/s,
282,31,car,0.562,739,102,754,115,6.0,px/s,
282,48,car,0.538,571,105,587,119,30.0,px/s,
282,52,car,0.516,617,95,634,107,26.5,px/s,
282,46,car,0.442,638,92,654,104,20.5,px/s,
283,42,car,0.831,736,140,762,159,18.0,px/s,
283,39,car,0.754,597,114,617,129,24.0,px/s,
283,27,car,0.745,434,150,469,175,64.8,px/s,
283,41,car,0.699,743,127,763,143,12.0,px/s,
283,34,car,0.672,509,124,534,140,32.5,px/s,
283,45,car,0.669,631,115,651,128,29.0,px/s,
283,48,car,0.586,569,106,586,119,36.0,px/s,
283,52,car,0.565,616,95,632,107,24.0,px/s,
283,31,car,0.560,739,102,753,115,0.0,px/s,
283,46,car,0.451,635,92,653,104,26.5,px/s,
284,42,car,0.833,736,139,761,159,24.0,px/s,
284,27,car,0.780,431,151,466,175,69.4,px/s,
284,39,car,0.733,596,114,616,130,20.5,px/s,
284,41,car,0.682,743,127,763,142,18.0,px/s,
284,34,car,0.681,508,125,533,141,32.5,px/s,
284,45,car,0.654,631,115,650,128,26.5,px/s,
284,52,car,0.552,615,96,632,107,24.0,px/s,
284,31,car,0.545,739,103,753,115,0.0,px/s,
284,48,car,0.534,569,106,586,120,36.0,px/s,
284,46,car,0.437,635,93,653,104,26.5,px/s,
285,42,car,0.843,735,139,761,157,30.0,px/s,
285,27,car,0.805,428,152,464,176,69.4,px/s,
285,53,car,0.756,780,180,819,209,,px/s,
285,34,car,0.724,507,125,532,141,26.5,px/s,
285,39,car,0.693,595,114,616,130,26.5,px/s,
285,41,car,0.693,744,127,763,142,12.0,px/s,
285,45,car,0.675,630,116,650,128,26.5,px/s,
285,48,car,0.637,568,106,585,120,30.0,px/s,
285,31,car,0.515,739,103,752,115,6.0,px/s,
285,52,car,0.502,614,96,631,107,24.0,px/s,
285,46,car,0.391,634,93,652,104,26.5,px/s,
286,42,car,0.826,735,139,760,157,30.0,px/s,
286,53,car,0.795,780,179,817,208,,px/s,
286,27,car,0.791,424,152,461,177,75.1,px/s,
286,45,car,0.683,630,116,650,129,24.0,px/s,
286,34,car,0.672,506,125,531,141,32.5,px/s,
286,41,car,0.647,743,126,762,142,12.0,px/s,
286,39,car,0.641,593,115,615,130,26.5,px/s,
286,48,car,0.586,567,107,584,121,32.5,px/s,
286,52,car,0.502,612,96,630,108,26.5,px/s,
286,31,car,0.442,739,103,753,115,12.0,px/s,
286,46,car,0.423,633,93,652,104,24.0,px/s,
287,42,car,0.830,734,138,759,157,36.0,px/s,
287,53,car,0.753,779,178,816,207,,px/s,
287,27,car,0.722,422,153,459,178,88.5,px/s,
287,39,car,0.659,593,115,614,131,35.0,px/s,
287,34,car,0.659,504,126,530,142,41.0,px/s,
287,41,car,0.633,743,125,763,141,20.5,px/s,
287,48,car,0.579,567,107,584,121,32.5,px/s,
287,45,car,0.542,630,118,649,130,26.5,px/s,
287,52,car,0.515,612,97,629,108,32.5,px/s,
287,46,car,0.494,634,94,650,104,24.0,px/s,
287,31,car,0.428,739,104,752,114,20.5,px/s,
288,42,car,0.830,734,138,759,157,30.0,px/s,
288,53,car,0.753,779,178,816,207,28.3,px/s,
288,27,car,0.719,422,153,459,178,69.6,px/s,
288,34,car,0.662,504,126,530,142,29.0,px/s,
288,39,car,0.659,593,115,614,131,29.0,px/s,
288,41,car,0.634,743,125,763,141,20.5,px/s,
288,48,car,0.577,567,107,584,121,20.5,px/s,
288,45,car,0.543,630,118,649,130,20.5,px/s,
288,52,car,0.514,612,97,629,108,26.5,px/s,
288,46,car,0.490,634,94,650,104,12.0,px/s,
288,31,car,0.429,739,104,752,114,20.5,px/s,
289,42,car,0.783,734,138,759,157,24.0,px/s,
289,27,car,0.733,419,154,456,179,70.5,px/s,
289,53,car,0.728,778,177,815,206,31.8,px/s,
289,39,car,0.715,592,115,614,132,26.5,px/s,
289,41,car,0.637,743,125,763,141,14.5,px/s,
289,34,car,0.623,503,125,530,143,29.0,px/s,
289,45,car,0.532,629,119,649,130,14.5,px/s,
289,48,car,0.525,566,107,583,120,23.0,px/s,
289,46,car,0.483,633,94,650,104,18.0,px/s,
289,52,car,0.449,611,98,628,108,26.5,px/s,
289,31,car,0.411,739,103,753,114,26.5,px/s,
290,42,car,0.775,733,137,758,156,20.5,px/s,
290,27,car,0.740,416,155,453,180,76.1,px/s,
290,39,car,0.709,592,116,613,132,26.5,px/s,
290,41,car,0.661,743,125,763,141,14.5,px/s,
290,53,car,0.654,777,176,814,204,38.9,px/s,
290,34,car,0.530,501,125,532,143,23.0,px/s,
290,48,car,0.508,565,108,582,121,25.5,px/s,
290,45,car,0.473,629,119,648,130,20.5,px/s,
290,46,car,0.422,632,94,649,104,18.0,px/s,
290,31,car,0.414,739,104,753,114,20.5,px/s,
290,52,car,0.385,610,98,628,108,20.5,px/s,
291,53,car,0.781,777,175,813,203,36.4,px/s,
291,42,car,0.780,733,137,757,156,14.5,px/s,
291,27,car,0.671,413,156,451,180,63.4,px/s,
291,41,car,0.657,744,124,762,140,14.5,px/s,
291,39,car,0.651,591,116,612,132,26.5,px/s,
291,45,car,0.513,629,119,647,131,20.5,px/s,
291,34,car,0.494,500,126,531,143,23.0,px/s,
291,48,car,0.478,564,108,581,121,23.0,px/s,
291,31,car,0.452,739,102,752,113,23.0,px/s,
291,46,car,0.367,632,94,648,104,12.0,px/s,
291,52,car,0.362,610,98,626,108,18.0,px/s,
292,53,car,0.793,776,175,811,201,44.9,px/s,
292,42,car,0.771,733,137,757,155,14.5,px/s,
292,27,car,0.725,410,156,447,181,74.7,px/s,
292,39,car,0.623,590,116,612,133,24.0,px/s,
292,41,car,0.616,744,124,762,140,6.0,px/s,
292,34,car,0.504,498,127,526,143,32.5,px/s,
292,31,car,0.495,739,102,753,113,20.5,px/s,
292,48,car,0.458,563,108,580,121,29.0,px/s,
292,46,car,0.412,631,94,648,104,18.0,px/s,
292,45,car,0.389,628,120,647,131,18.0,px/s,
292,52,car,0.358,609,98,626,109,20.5,px/s,
293,42,car,0.764,732,136,756,154,23.0,px/s,
293,53,car,0.739,775,173,810,200,53.4,px/s,
293,39,car,0.736,589,117,611,133,30.0,px/s,
