frame,track_id,class,confidence,x1,y1,x2,y2,speed_mph,violation
1,1,car,0.841,120,187,167,214,,
1,2,car,0.517,424,211,441,221,,
2,1,car,0.815,112,188,161,216,,
2,2,car,0.409,423,211,439,221,,
3,1,car,0.765,100,191,150,219,,
3,2,car,0.531,421,212,437,222,,
4,1,car,0.757,100,191,150,219,,
4,2,car,0.659,415,213,433,224,,
5,1,car,0.863,94,192,144,221,,
5,2,car,0.663,415,213,433,224,,
6,1,car,0.864,94,192,144,221,,
6,2,car,0.655,412,213,431,224,,
7,1,car,0.836,88,193,139,222,,
7,2,car,0.640,412,213,431,224,,
8,1,car,0.827,81,195,133,224,,
8,2,car,0.612,410,214,429,224,,
9,1,car,0.826,74,196,127,225,,
9,2,car,0.581,408,214,427,225,,
10,1,car,0.818,67,197,117,227,,
10,2,car,0.350,405,215,422,226,,
11,1,car,0.831,60,199,114,229,,
11,2,car,0.515,402,215,421,226,,
12,1,car,0.829,60,199,114,229,,
12,2,car,0.677,400,216,420,227,,
13,1,car,0.857,53,200,108,231,,
13,2,car,0.676,400,216,420,227,,
14,1,car,0.869,46,202,102,232,,
14,2,car,0.644,397,216,419,228,,
15,1,car,0.889,39,203,95,235,,
15,2,car,0.672,394,217,415,228,,
16,1,car,0.880,35,205,88,236,,
16,2,car,0.637,392,217,413,229,,
17,1,car,0.881,35,207,81,238,,
17,2,car,0.671,391,218,411,229,,
18,1,car,0.882,35,207,81,238,,
18,2,car,0.622,391,218,408,230,,
19,1,car,0.876,36,208,74,240,,
20,1,car,0.846,36,210,67,241,,
20,3,car,0.826,330,169,364,193,,
20,5,car,0.789,581,156,604,174,,
20,7,car,0.785,605,192,642,221,,
20,6,car,0.773,571,137,588,151,,
20,4,car,0.769,640,176,674,202,,
20,8,car,0.708,479,146,503,166,,
20,10,car,0.615,463,122,477,132,,
20,13,car,0.601,332,376,447,476,,
20,11,truck,0.585,383,139,415,169,,
20,9,truck,0.556,332,376,447,476,,
20,12,car,0.454,563,117,578,133,,
20,14,car,0.452,509,103,519,109,,
21,7,car,0.798,603,192,642,220,,
21,3,car,0.796,327,170,362,195,,
21,5,car,0.781,580,155,604,173,,
21,4,car,0.739,639,175,672,201,,
21,6,car,0.724,571,137,587,151,,
21,11,truck,0.680,381,139,413,170,,
21,8,car,0.633,480,145,503,165,,
21,13,car,0.562,342,364,452,460,,
21,10,car,0.534,463,122,477,132,,
21,14,car,0.524,508,103,519,109,,
21,9,truck,0.523,342,364,452,460,,
21,12,car,0.437,563,117,578,132,,
21,15,car,0.398,403,134,421,147,,
22,13,truck,0.768,341,344,453,468,,
22,7,car,0.673,606,197,640,223,,
22,8,car,0.572,477,139,499,157,,
22,5,car,0.485,581,156,603,176,,
22,11,truck,0.367,375,134,412,166,,
22,3,truck,0.291,323,165,363,196,,
23,5,car,0.799,576,150,599,168,,
23,7,car,0.742,598,185,635,212,,
23,9,car,0.709,355,338,456,428,,
23,11,truck,0.644,374,134,406,167,,
23,8,car,0.585,478,139,500,158,,
23,4,car,0.571,633,168,665,194,,
23,3,truck,0.312,318,168,353,192,,
24,7,car,0.812,598,185,635,213,,
24,5,car,0.807,575,151,598,168,,
24,4,car,0.782,632,169,665,194,,
24,9,car,0.718,355,339,456,427,,
24,3,car,0.714,318,169,354,193,,
24,6,car,0.692,567,132,583,146,,
24,8,car,0.622,478,140,501,159,,
24,11,truck,0.616,374,135,406,168,,
24,16,car,0.561,457,119,472,129,,
24,17,car,0.419,503,98,514,105,,
24,18,car,0.399,558,110,574,127,,
26,20,car,0.846,390,190,440,225,,
26,21,car,0.801,755,161,787,185,,
26,26,car,0.773,623,147,654,172,,
26,22,car,0.767,744,137,766,155,,
26,24,car,0.751,590,119,610,133,,
26,28,truck,0.712,470,143,517,189,,
26,25,car,0.649,503,135,528,156,,
26,23,car,0.632,513,123,538,139,,
26,27,car,0.523,655,91,669,100,,
26,19,truck,0.482,471,403,601,514,,
26,29,car,0.450,733,110,753,130,,
27,20,car,0.863,385,192,437,228,,
27,19,car,0.809,480,392,606,499,,
27,26,car,0.798,624,146,655,171,,
27,21,car,0.795,755,160,786,184,,
27,22,car,0.784,744,136,766,154,,
27,24,car,0.724,588,119,609,134,,
27,28,truck,0.661,467,144,515,191,,
27,25,car,0.612,500,136,526,157,,
27,27,car,0.563,653,90,668,100,,
27,23,car,0.485,511,123,537,139,,
27,29,car,0.324,734,110,753,130,,
28,19,car,0.848,488,382,609,485,,
28,20,car,0.836,381,192,434,229,,
28,21,car,0.814,755,159,784,183,,
28,26,car,0.784,625,146,655,170,,
28,22,car,0.777,744,136,765,154,,
28,24,car,0.716,587,119,609,135,,
28,28,truck,0.687,465,145,513,192,,
28,23,car,0.659,511,123,535,139,,
28,25,car,0.632,498,136,524,158,,
28,29,car,0.501,733,110,753,129,,
28,27,car,0.486,653,91,667,100,,
29,21,car,0.789,754,159,785,182,,
29,19,car,0.777,497,372,614,471,,
29,22,car,0.770,743,136,765,153,,
29,26,car,0.749,626,145,656,169,,
29,20,car,0.721,376,195,431,232,,
29,24,car,0.667,585,120,608,135,,
29,23,car,0.611,509,124,534,140,,
29,25,car,0.584,494,137,522,158,,
29,28,truck,0.559,463,146,511,194,,
29,29,car,0.524,733,109,753,129,,
29,27,car,0.502,652,91,667,101,,
30,21,car,0.785,754,159,784,182,,
30,19,car,0.771,497,372,614,471,,
30,20,car,0.764,376,195,431,232,,
30,22,car,0.759,743,136,765,153,,
30,26,car,0.758,626,145,656,169,,
30,24,car,0.671,585,120,608,135,,
30,30,truck,0.593,463,146,511,194,,
30,23,car,0.578,509,124,535,140,,
30,25,car,0.568,494,137,522,158,,
30,27,car,0.481,652,91,667,101,,
30,28,car,0.441,463,146,511,194,,
30,29,car,0.367,734,109,753,129,,
31,20,car,0.812,373,196,427,234,,
31,21,car,0.806,753,158,783,181,,
31,22,car,0.784,743,135,765,153,,
31,26,car,0.707,628,144,658,168,,
31,24,car,0.685,585,120,606,135,,
31,30,truck,0.593,459,147,508,195,,
31,25,car,0.555,494,138,520,159,,
31,27,car,0.513,652,91,666,101,,
31,23,car,0.501,504,124,533,141,,
31,28,car,0.443,459,147,508,194,,
31,19,truck,0.420,505,363,618,458,,
31,29,car,0.418,734,109,753,128,,
32,19,car,0.844,512,355,623,446,,
32,21,car,0.807,753,157,783,180,,
32,22,car,0.774,743,135,764,152,,
32,20,car,0.744,368,197,423,236,,
32,26,car,0.712,629,143,659,167,,
32,24,car,0.665,584,120,605,136,,
32,25,car,0.597,490,138,518,160,,
32,23,car,0.594,505,125,532,141,,
32,28,truck,0.577,457,147,507,195,,
32,27,car,0.446,651,91,665,101,,
32,29,car,0.401,734,109,753,128,,
33,20,car,0.860,359,201,415,241,,
33,19,car,0.827,526,339,629,424,,
33,21,car,0.788,753,156,782,179,,
33,22,car,0.776,743,134,764,152,,
33,26,car,0.749,631,142,660,166,,
33,28,truck,0.739,451,149,502,198,,
33,25,car,0.679,487,139,514,161,,
33,24,car,0.630,581,122,603,137,,
33,23,car,0.461,503,126,529,142,,
33,27,car,0.449,649,91,663,102,,
33,29,car,0.349,734,108,753,128,,
34,20,car,0.860,359,201,415,241,,
34,19,car,0.828,526,339,629,424,,
34,21,car,0.787,753,156,782,179,,
34,22,car,0.776,743,134,764,152,,
34,26,car,0.750,631,142,660,166,,
34,28,truck,0.739,451,149,502,198,,
34,25,car,0.678,487,139,514,161,,
34,24,car,0.630,581,122,603,137,,
34,23,car,0.461,503,126,529,142,,
34,27,car,0.449,649,91,663,102,,
34,29,car,0.347,734,108,753,128,,
35,20,car,0.855,353,203,411,244,,
35,19,car,0.832,532,331,632,415,,
35,22,car,0.782,743,134,763,151,,
35,21,car,0.700,752,155,781,177,,
35,28,truck,0.691,448,149,500,199,,
35,26,car,0.616,631,142,661,164,,
35,24,car,0.581,581,122,602,137,,
35,25,car,0.553,481,140,511,162,,
35,27,car,0.490,648,91,662,102,,
35,29,car,0.379,734,108,753,127,,
35,23,car,0.329,500,127,527,143,,
36,20,car,0.855,353,203,411,244,,
36,19,car,0.829,532,331,632,415,,
36,22,car,0.782,743,134,763,151,,
36,21,car,0.729,752,155,781,177,,
36,28,truck,0.692,448,149,500,199,,
36,31,car,0.674,776,196,822,230,,
36,26,car,0.636,631,142,661,165,,
36,24,car,0.603,581,122,602,137,,
36,25,car,0.549,481,140,511,162,,
36,27,car,0.490,648,91,662,102,,
36,29,car,0.374,734,108,753,127,,
36,23,car,0.327,501,127,527,143,,
37,20,car,0.859,349,205,406,246,,
37,31,car,0.787,775,193,822,228,,
37,22,car,0.787,742,134,763,151,,
37,19,car,0.771,538,324,635,405,,
37,21,car,0.704,752,154,781,177,,
37,24,car,0.666,580,122,602,138,,
37,28,truck,0.651,446,149,497,201,,
37,26,car,0.535,633,141,662,164,,
37,25,car,0.526,480,141,509,163,,
37,27,car,0.367,648,91,662,102,,
37,29,car,0.355,734,107,753,127,,
37,23,car,0.293,499,129,523,144,,
38,20,car,0.879,343,206,402,248,,
38,19,car,0.783,543,318,638,396,,
38,22,car,0.782,742,133,763,150,,
38,31,car,0.776,775,193,821,226,,
38,21,car,0.738,751,154,780,176,,
38,24,car,0.721,578,123,600,138,,
38,26,car,0.706,634,140,661,163,,
38,30,car,0.566,443,151,495,202,,
38,28,truck,0.517,443,151,495,202,,
38,27,car,0.398,647,92,661,102,,
38,29,car,0.347,734,107,753,127,,
38,23,car,0.329,498,129,524,144,,
38,25,car,0.312,477,141,507,163,,
39,19,car,0.857,549,312,640,387,,
39,20,car,0.849,338,208,398,251,,
39,31,car,0.766,773,192,821,225,,
39,22,car,0.761,742,133,763,150,,
39,21,car,0.737,751,153,780,175,,
39,24,car,0.728,577,123,599,139,,
39,26,car,0.647,635,139,663,162,,
39,25,car,0.588,474,142,504,164,,
39,30,car,0.576,439,152,492,203,,
39,27,car,0.485,647,92,660,102,,
39,28,truck,0.458,440,152,492,204,,
39,29,car,0.370,735,107,753,126,,
39,23,car,0.318,497,129,523,144,,
40,20,car,0.864,333,211,393,253,,
40,19,car,0.783,554,305,643,379,,
40,31,car,0.762,772,191,817,223,,
40,21,car,0.751,750,152,780,174,,
40,22,car,0.739,742,132,763,149,,
40,24,car,0.668,576,123,598,139,,
40,26,car,0.639,636,137,664,161,,
40,25,car,0.511,472,143,502,165,,
40,27,car,0.380,646,92,659,102,,
40,23,car,0.281,496,130,519,145,,
41,20,car,0.865,327,212,389,256,,
41,31,car,0.788,771,189,815,221,,
41,21,car,0.736,750,152,778,173,,
41,26,car,0.731,637,137,664,160,,
41,22,car,0.686,742,132,762,149,,
41,19,car,0.681,559,300,646,371,,
41,24,car,0.656,575,124,597,140,,
41,28,truck,0.557,433,155,487,206,,
41,23,car,0.413,494,129,520,145,,
41,25,car,0.407,463,142,500,166,,
41,27,car,0.343,645,92,658,102,,
41,29,car,0.251,735,107,753,126,,
42,20,car,0.865,327,212,389,256,,
42,31,car,0.783,771,189,815,221,,
42,21,car,0.737,751,152,778,173,,
42,26,car,0.729,637,137,664,160,,
42,22,car,0.688,742,132,762,149,,
42,19,car,0.675,559,300,646,371,,
42,24,car,0.655,575,124,597,140,,
42,28,truck,0.564,433,155,487,207,,
42,23,car,0.413,494,129,520,145,,
42,25,car,0.405,463,142,500,166,,
42,27,car,0.342,645,92,658,102,,
43,20,car,0.842,321,215,384,259,,
43,31,car,0.782,770,188,813,220,,
43,21,car,0.740,750,152,778,173,,
43,24,car,0.724,573,124,596,141,,
43,26,car,0.721,638,136,665,159,,
43,22,car,0.702,742,131,762,148,,
43,19,car,0.672,563,295,648,364,,
43,25,car,0.589,459,144,497,167,,
43,28,truck,0.457,430,155,484,208,,
43,23,car,0.377,493,129,517,145,,
43,27,car,0.368,644,92,658,102,,
44,20,car,0.864,315,217,379,261,,
44,31,car,0.845,769,185,812,218,,
44,19,car,0.800,567,289,650,357,,
44,24,car,0.743,573,125,595,142,,
44,22,car,0.734,742,131,762,148,,
44,21,car,0.707,750,151,777,172,,
44,26,car,0.704,639,136,666,159,,
44,25,car,0.628,453,144,494,167,,
44,23,car,0.617,491,129,517,146,,
44,28,truck,0.477,426,155,482,209,,
44,29,car,0.368,734,105,753,125,,
44,27,car,0.349,643,92,657,102,,
45,19,car,0.855,572,285,652,350,,
45,20,car,0.853,310,219,374,264,,
45,31,car,0.837,768,185,812,217,,
45,21,car,0.790,750,151,777,172,,
45,22,car,0.755,742,131,762,148,,
45,26,car,0.713,640,135,666,158,,
45,24,car,0.692,571,126,594,142,,
45,25,car,0.669,452,145,492,168,,
45,23,car,0.611,489,129,515,147,,
45,28,car,0.526,422,157,479,211,,
45,29,car,0.478,734,105,753,125,,
45,27,car,0.451,642,92,656,102,,
45,32,car,0.389,754,95,766,104,,
46,20,car,0.868,303,221,369,267,,
46,19,car,0.821,575,278,655,344,,
46,31,car,0.812,768,185,810,216,,
46,21,car,0.763,749,150,776,171,,
46,22,car,0.733,742,130,762,147,,
46,26,car,0.712,641,135,667,157,,
46,24,car,0.694,569,126,592,142,,
46,25,car,0.687,450,146,488,169,,
46,23,car,0.657,488,129,514,147,,
46,28,truck,0.524,419,158,477,213,,
46,29,car,0.518,734,103,753,125,,
46,27,car,0.364,641,93,656,102,,
47,20,car,0.868,296,223,364,270,,
47,19,car,0.830,579,275,656,337,,
47,31,car,0.821,767,184,809,214,,
47,23,car,0.777,486,129,512,148,,
47,21,car,0.776,749,150,776,170,,
47,22,car,0.747,741,130,761,147,,
47,26,car,0.735,641,135,668,156,,
47,25,car,0.704,449,147,485,170,,
47,24,car,0.665,569,127,592,143,,
47,29,car,0.555,734,103,753,125,,
47,28,car,0.400,415,159,474,214,,
47,27,car,0.387,641,92,655,102,,
47,32,car,0.315,755,94,768,104,,
48,20,car,0.864,296,224,364,270,,
48,31,car,0.819,767,184,809,214,,
48,19,car,0.810,579,275,656,337,,
48,21,car,0.781,749,150,776,170,,
48,23,car,0.772,486,129,512,148,,
48,22,car,0.747,741,130,761,147,,
48,26,car,0.720,641,135,668,156,,
48,25,car,0.691,449,147,486,170,,
48,24,car,0.661,570,127,592,143,,
48,29,car,0.562,734,103,753,125,,
48,28,truck,0.447,415,159,474,214,,
48,33,car,0.398,415,159,474,214,,
48,27,car,0.380,641,92,655,102,,
48,32,car,0.320,755,94,768,104,,
49,20,car,0.868,290,226,359,273,,
49,19,car,0.859,583,271,658,332,,
49,31,car,0.811,767,183,807,213,,
49,21,car,0.764,749,149,776,169,,
49,22,car,0.744,741,129,761,146,,
49,26,car,0.720,642,134,668,155,,
49,24,car,0.699,567,127,590,143,,
49,23,car,0.694,484,131,511,148,,
49,25,car,0.672,447,148,483,170,,
49,29,car,0.581,734,104,753,125,,
49,28,car,0.472,412,160,471,216,,
49,33,truck,0.438,412,160,471,216,,
49,27,car,0.411,640,92,653,102,,
49,32,car,0.354,755,94,768,104,,
50,20,car,0.884,283,228,353,276,,
50,19,car,0.836,586,267,659,326,,
50,31,car,0.819,766,182,805,212,,
50,23,car,0.747,482,131,509,149,,
50,26,car,0.743,643,134,669,155,,
50,21,car,0.738,748,148,775,168,,
50,25,car,0.724,445,147,479,172,,
50,22,car,0.719,741,129,760,145,,
50,24,car,0.694,565,128,590,144,,
50,29,car,0.525,734,104,753,125,,
50,28,truck,0.502,409,162,469,218,,
50,33,car,0.488,409,161,469,218,,
50,27,car,0.438,639,92,653,103,,
51,31,car,0.831,765,181,804,210,,
51,20,car,0.831,276,231,348,279,,
51,19,car,0.818,589,263,663,321,,
51,21,car,0.752,748,148,774,168,,
51,23,car,0.751,480,131,507,149,,
51,25,car,0.729,440,148,477,173,,
51,22,car,0.716,741,129,760,145,,
51,24,car,0.655,564,128,588,145,,
51,26,car,0.621,645,133,669,154,,
51,28,truck,0.587,405,162,466,219,,
51,29,car,0.493,734,103,753,124,,
51,27,car,0.446,639,93,653,104,,
51,32,car,0.289,756,94,770,104,,
52,20,car,0.875,269,233,341,284,,
52,19,car,0.846,592,259,664,316,,
52,31,car,0.823,764,179,803,209,,
52,23,car,0.794,479,132,506,150,,
52,25,car,0.738,436,148,473,173,,
52,24,car,0.727,564,128,587,145,,
52,21,car,0.710,748,147,773,167,,
52,22,car,0.708,741,128,760,144,,
52,26,car,0.657,645,133,670,153,,
52,28,truck,0.627,401,163,462,221,,
52,29,car,0.475,734,104,753,124,,
52,27,car,0.459,637,93,652,104,,
52,32,car,0.352,757,94,769,104,,
53,20,car,0.888,262,236,336,287,,
53,19,car,0.872,596,255,665,311,,
53,31,car,0.791,763,178,803,207,,
53,23,car,0.771,477,132,504,151,,
53,21,car,0.751,747,147,773,167,,
53,22,car,0.733,741,128,760,144,,
53,24,car,0.715,559,129,586,146,,
53,25,car,0.676,436,149,472,174,,
53,26,car,0.618,646,132,671,152,,
53,28,truck,0.547,398,163,459,223,,
53,29,car,0.483,734,102,753,124,,
53,27,car,0.378,637,92,651,103,,
53,32,car,0.308,757,94,769,104,,
54,20,car,0.886,262,236,336,287,,
54,19,car,0.874,596,255,665,311,,
54,31,car,0.788,763,178,802,207,,
54,23,car,0.779,477,132,504,151,,
54,21,car,0.751,748,147,773,167,,
54,22,car,0.732,741,128,760,144,,
54,24,car,0.718,561,129,586,146,,
54,25,car,0.676,436,149,472,174,,
54,26,car,0.646,646,132,671,152,,
54,28,truck,0.563,398,163,459,223,,
54,29,car,0.488,734,102,753,124,,
54,34,car,0.424,682,88,696,97,,
54,27,car,0.405,636,92,651,103,,
54,32,car,0.311,757,94,769,104,,
55,20,car,0.875,254,239,329,291,,
55,19,car,0.839,598,251,666,307,,
55,31,car,0.814,763,177,802,206,,
55,23,car,0.771,473,133,503,151,,
55,21,car,0.756,747,146,773,166,,
55,26,car,0.737,647,132,671,152,,
55,25,car,0.711,428,150,467,176,,
55,22,car,0.709,741,128,760,144,,
55,24,car,0.655,560,129,585,147,,
55,29,car,0.518,735,103,753,123,,
55,28,truck,0.517,393,164,456,225,,
55,27,car,0.466,636,92,651,103,,
55,34,car,0.411,681,88,696,97,,
55,33,car,0.288,393,164,456,224,,
56,20,car,0.870,246,241,323,295,,
56,19,car,0.827,601,247,668,302,,
56,31,car,0.824,762,177,800,205,,
56,23,car,0.752,471,133,502,152,,
56,22,car,0.729,741,128,759,143,,
56,24,car,0.724,558,130,583,148,,
56,21,car,0.702,747,146,772,165,,
56,25,car,0.690,427,151,464,176,,
56,26,car,0.648,648,131,672,151,,
56,33,truck,0.542,389,165,453,227,,
56,29,car,0.450,735,103,753,123,,
56,27,car,0.432,635,93,650,104,,
56,34,car,0.377,681,88,695,97,,
57,20,car,0.852,238,244,316,299,,
57,31,car,0.847,760,176,801,204,,
57,19,car,0.807,604,244,669,297,,
57,24,car,0.753,557,130,583,148,,
57,23,car,0.728,470,133,500,152,,
57,22,car,0.695,741,127,759,143,,
57,25,car,0.688,425,151,460,178,,
57,21,car,0.684,747,145,772,165,,
57,26,car,0.647,648,131,672,151,,
57,27,car,0.511,633,93,649,104,,
57,28,truck,0.483,385,165,450,229,,
57,29,car,0.465,735,103,752,122,,
57,33,car,0.417,385,165,450,229,,
57,34,car,0.344,680,88,693,98,,
58,20,car,0.880,230,247,310,302,,
58,31,car,0.821,760,175,801,202,,
58,21,car,0.787,746,144,771,164,,
58,19,car,0.747,607,241,670,293,,
58,22,car,0.721,741,127,759,143,,
58,25,car,0.706,421,152,457,178,,
58,24,car,0.702,556,130,581,148,,
58,23,car,0.678,467,133,497,153,,
58,26,car,0.671,649,130,673,150,,
58,27,car,0.571,633,94,648,105,,
58,29,car,0.507,734,102,752,122,,
58,34,car,0.321,679,88,693,98,,
59,20,car,0.888,220,250,303,307,,
59,31,car,0.811,759,173,797,201,,
59,19,car,0.786,609,234,671,289,,
59,21,car,0.776,746,144,771,164,,
59,22,car,0.747,740,127,759,142,,
59,23,car,0.677,465,135,495,154,,
59,24,car,0.675,554,131,580,149,,
59,26,car,0.671,650,129,674,149,,
59,25,car,0.590,415,153,453,179,,
59,28,car,0.562,377,167,443,233,,
59,29,car,0.530,734,102,752,122,,
59,27,car,0.493,633,94,648,104,,
59,32,car,0.386,759,92,771,103,,
59,34,car,0.382,678,88,692,99,,
60,20,car,0.889,220,250,303,307,,
60,31,car,0.808,759,174,797,201,,
60,19,car,0.788,609,235,671,289,,
60,21,car,0.773,746,144,771,164,,
60,22,car,0.735,740,127,759,142,,
60,23,car,0.677,465,135,495,154,,
60,24,car,0.673,554,131,580,149,,
60,26,car,0.670,650,129,674,149,,
60,25,car,0.591,415,153,453,179,,
60,28,car,0.561,377,167,443,233,,
60,29,car,0.520,734,102,752,122,,
60,27,car,0.512,633,93,648,104,,
60,34,car,0.390,678,88,692,99,,
60,32,car,0.385,759,93,771,103,,
61,20,car,0.906,211,253,296,311,,
61,31,car,0.800,759,173,796,200,,
61,19,car,0.792,611,234,672,286,,
61,21,car,0.768,745,143,771,163,,
61,24,car,0.748,553,131,578,150,,
61,22,car,0.730,740,127,759,142,,
61,23,car,0.706,464,135,493,154,,
61,26,car,0.681,650,129,674,149,,
61,25,car,0.670,410,154,450,180,,
61,28,car,0.566,372,169,440,235,,
61,29,car,0.515,735,103,752,122,,
61,27,car,0.478,632,94,646,104,,
61,34,car,0.405,677,88,691,99,,
61,32,car,0.353,759,93,772,103,,
62,20,car,0.881,202,257,288,316,,
62,19,car,0.851,613,232,674,282,,
62,21,car,0.805,745,143,770,162,,
62,31,car,0.779,758,171,794,199,,
62,22,car,0.727,740,126,759,142,,
62,24,car,0.725,551,132,577,150,,
62,23,car,0.714,461,136,491,155,,
62,25,car,0.679,402,155,446,182,,
62,26,car,0.677,651,128,675,149,,
62,28,truck,0.605,368,170,436,237,,
62,27,car,0.455,632,94,646,104,,
62,29,car,0.446,735,101,752,121,,
62,34,car,0.408,677,89,691,99,,
62,32,car,0.254,759,93,772,102,,
63,20,car,0.894,192,260,281,321,,
63,19,car,0.836,615,229,675,278,,
63,31,car,0.817,758,170,793,198,,
63,21,car,0.793,745,143,770,161,,
63,23,car,0.743,459,136,488,156,,
63,22,car,0.712,740,126,759,141,,
63,24,car,0.681,550,133,575,151,,
63,25,car,0.664,399,156,442,183,,
63,26,car,0.654,652,128,675,148,,
63,28,truck,0.561,363,173,432,239,,
63,34,car,0.532,676,88,690,99,,
63,27,car,0.488,631,94,645,104,,
63,29,car,0.469,735,103,753,121,,
63,32,car,0.367,760,93,772,102,,
64,20,car,0.892,182,265,272,326,,
64,19,car,0.846,617,227,676,275,,
64,31,car,0.812,757,170,792,197,,
64,21,car,0.775,745,142,770,160,,
64,23,car,0.761,457,137,486,156,,
64,24,car,0.730,548,133,574,152,,
64,22,car,0.707,740,126,759,141,,
64,25,car,0.664,396,157,438,184,,
64,26,car,0.583,653,127,676,147,,
64,34,car,0.574,675,88,689,99,,
64,27,car,0.450,630,94,644,104,,
64,28,truck,0.447,359,174,429,242,,
64,29,car,0.374,735,103,753,121,,
65,20,car,0.913,173,268,265,331,,
65,19,car,0.854,619,224,678,271,,
65,31,car,0.819,756,169,791,196,,
65,21,car,0.786,744,142,769,160,,
65,23,car,0.746,454,137,485,157,,
65,24,car,0.721,547,133,573,152,,
65,25,car,0.714,392,158,434,186,,
65,22,car,0.707,740,126,758,140,,
65,34,car,0.492,674,89,688,99,,
65,28,car,0.491,353,177,425,244,,
65,26,car,0.459,653,127,676,147,,
65,27,car,0.424,629,94,644,104,,
65,35,truck,0.398,353,177,425,244,,
65,29,car,0.312,735,102,752,121,,
66,20,car,0.913,173,268,265,331,,
66,19,car,0.854,619,224,678,271,,
66,31,car,0.819,756,169,791,196,,
66,21,car,0.781,745,142,769,160,,
66,23,car,0.746,454,137,485,157,,
66,24,car,0.720,547,133,573,152,,
66,25,car,0.713,392,158,434,186,,
66,22,car,0.704,740,126,758,140,,
66,34,car,0.493,674,89,688,99,,
66,28,car,0.486,353,177,425,244,,
66,26,car,0.448,653,127,676,147,,
66,27,car,0.425,629,94,644,104,,
66,35,truck,0.404,353,177,425,244,,
66,29,car,0.310,735,102,752,121,,
67,20,car,0.891,161,272,256,336,,
67,19,car,0.833,622,222,679,268,,
67,31,car,0.820,755,169,791,195,,
67,21,car,0.769,744,142,769,159,,
67,24,car,0.734,545,132,572,154,,
67,22,car,0.728,740,125,759,140,,
67,25,car,0.673,386,159,430,187,,
67,23,car,0.667,451,137,482,158,,
67,28,truck,0.492,348,178,422,247,,
67,34,car,0.484,673,89,688,99,,
67,26,car,0.441,654,127,677,146,,
67,27,car,0.309,629,94,643,104,,
67,29,car,0.265,735,102,752,121,,
68,20,car,0.896,150,276,247,341,,
68,31,car,0.834,755,168,790,194,,
68,19,car,0.828,624,220,679,265,,
68,21,car,0.755,744,141,768,159,,
68,23,car,0.747,449,138,480,158,,
68,24,car,0.735,543,135,570,155,,
68,22,car,0.730,740,125,758,140,,
68,25,car,0.689,382,159,425,189,,
68,28,car,0.504,344,180,417,249,,
68,34,car,0.485,672,89,687,99,,
68,27,car,0.407,628,95,642,104,,
68,26,car,0.338,655,126,678,145,,
68,29,car,0.267,735,102,753,120,,
69,20,car,0.918,140,281,239,347,,
69,19,car,0.830,625,217,680,262,,
69,24,car,0.793,542,136,569,156,,
69,31,car,0.778,754,167,789,193,,
69,21,car,0.755,744,140,768,158,,
69,23,car,0.740,447,139,478,159,,
69,25,car,0.737,377,161,421,190,,
69,22,car,0.715,740,124,758,139,,
69,28,truck,0.553,338,181,414,251,,
69,34,car,0.437,672,89,685,99,,
69,27,car,0.418,627,95,642,104,,
69,26,car,0.360,656,126,678,144,,
69,29,car,0.332,735,102,753,120,,
70,20,car,0.888,127,285,229,353,,
70,19,car,0.842,627,215,681,259,,
70,31,car,0.797,753,166,788,192,,
70,24,car,0.783,541,136,567,156,,
70,23,car,0.772,444,139,476,160,,
70,21,car,0.771,743,140,768,157,,
70,22,car,0.699,740,123,758,139,,
70,34,car,0.497,671,89,685,99,,
70,26,car,0.482,657,126,678,144,,
70,28,car,0.450,332,183,409,254,,
70,35,truck,0.435,333,183,409,254,,
70,25,car,0.431,373,162,416,187,,
70,27,car,0.407,627,96,641,105,,
70,29,car,0.296,735,100,754,120,,
71,20,car,0.900,115,289,220,359,,
71,19,car,0.809,629,213,682,256,,
71,31,car,0.803,753,165,786,191,,
71,23,car,0.784,442,139,474,160,,
71,21,car,0.784,743,139,767,157,,
71,24,car,0.738,540,137,566,156,,
71,22,car,0.687,740,123,758,138,,
71,25,car,0.658,366,163,415,203,,
71,35,car,0.590,327,184,405,256,,
71,26,car,0.496,657,125,678,143,,
71,27,car,0.492,626,96,641,106,,
71,34,car,0.407,671,90,684,99,,
71,29,car,0.379,735,100,754,119,,
72,20,car,0.901,115,289,220,359,,
72,19,car,0.805,629,213,682,256,,
72,31,car,0.805,753,165,786,191,,
72,23,car,0.786,442,139,474,160,,
72,21,car,0.783,743,139,767,157,,
72,24,car,0.739,540,137,566,156,,
72,22,car,0.688,740,123,758,138,,
72,25,car,0.661,366,163,415,203,,
72,28,car,0.597,327,184,405,256,,
72,26,car,0.507,657,125,679,143,,
72,27,car,0.492,626,96,641,106,,
72,34,car,0.406,671,90,684,99,,
72,29,car,0.379,735,100,754,119,,
73,20,car,0.892,102,293,209,365,,
73,31,car,0.815,752,165,785,189,,
73,21,car,0.792,743,139,767,156,,
73,19,car,0.765,630,210,683,253,,
73,23,car,0.759,439,139,472,161,,
73,24,car,0.723,537,137,564,158,,
73,22,car,0.720,740,123,758,137,,
73,25,truck,0.538,360,164,415,204,,
73,34,car,0.477,669,89,683,99,,
73,28,car,0.465,321,186,401,259,,
73,35,truck,0.445,322,186,401,259,,
73,29,car,0.431,736,99,753,119,,
73,26,car,0.411,657,125,679,143,,
73,27,car,0.392,625,96,641,107,,
74,20,car,0.913,89,298,198,372,,
