frame,track_id,class,confidence,x1,y1,x2,y2,speed_kmh,violation
117,27,car,0.769,727,123,744,138,,
117,32,car,0.765,447,169,487,199,,
117,48,car,0.751,951,494,1111,620,,
117,30,car,0.719,764,134,786,152,,
117,34,car,0.651,678,111,696,126,,
117,35,car,0.646,601,102,615,114,,
117,28,car,0.597,739,114,753,125,,
117,41,car,0.536,641,92,656,104,,
117,37,car,0.370,739,97,755,111,,
118,45,truck,0.906,0,307,99,467,,
118,48,car,0.867,943,480,1098,601,,
118,33,car,0.810,14,233,104,286,,
118,31,car,0.801,288,169,340,199,,
118,29,car,0.798,740,142,765,162,,
118,32,car,0.788,443,170,484,200,,
118,25,car,0.776,670,159,704,186,,
118,27,car,0.774,727,123,744,138,,
118,42,car,0.759,836,251,897,300,,
118,35,car,0.663,600,102,615,114,,
118,30,car,0.643,765,134,786,152,,
118,34,car,0.637,678,111,696,126,,
118,28,car,0.587,739,114,753,125,,
118,41,car,0.557,640,92,655,104,,
118,37,car,0.380,740,96,755,111,,
119,45,truck,0.927,0,313,84,462,,
119,31,car,0.819,283,170,335,200,,
119,32,car,0.809,440,172,481,202,,
119,29,car,0.799,739,142,764,161,,
119,33,car,0.790,0,236,92,289,,
119,42,car,0.771,833,247,894,296,,
119,27,car,0.759,727,122,743,137,,
119,25,car,0.744,671,158,704,185,,
119,48,car,0.742,937,465,1087,584,,
119,34,car,0.690,679,111,696,125,,
119,35,car,0.627,599,103,614,114,,
119,28,car,0.561,738,114,754,125,,
119,41,car,0.528,640,92,655,104,,
119,30,car,0.473,763,134,785,151,,
119,37,car,0.353,740,96,755,111,,
120,45,truck,0.925,0,313,84,462,,
120,31,car,0.818,283,170,335,200,,
120,32,car,0.814,440,172,481,202,,
120,29,car,0.799,739,142,764,161,,
120,33,car,0.789,0,236,92,289,,
120,42,car,0.763,833,248,894,297,,
120,27,car,0.761,727,123,743,137,,
120,25,car,0.748,671,158,704,185,,
120,48,car,0.732,937,465,1087,583,,
120,34,car,0.679,679,111,696,125,,
120,35,car,0.630,599,103,614,114,,
120,28,car,0.566,738,114,754,125,,
120,41,car,0.526,640,92,655,104,,
120,30,car,0.445,763,134,785,151,,
120,37,car,0.349,739,96,755,111,,
121,45,truck,0.896,0,320,68,465,,
121,31,car,0.844,277,171,329,202,,
121,32,car,0.824,436,173,479,204,,
121,29,car,0.795,739,141,764,160,,
121,42,car,0.752,832,245,891,294,,
121,33,car,0.750,0,239,79,288,,
121,27,car,0.747,727,122,743,137,,
121,48,car,0.730,931,454,1075,567,,
121,25,car,0.702,672,158,705,184,,
121,34,car,0.687,679,110,696,125,,
121,35,car,0.649,599,103,614,115,,
121,41,car,0.607,639,92,654,105,,
121,28,car,0.567,739,114,753,125,,
121,30,car,0.423,764,132,784,151,,
121,37,car,0.349,740,96,755,111,,
122,48,car,0.880,925,444,1064,551,,
122,31,car,0.848,271,172,324,203,,
122,32,car,0.835,432,174,475,205,,
122,33,car,0.826,0,242,66,289,,
122,29,car,0.791,739,141,763,160,,
122,42,car,0.786,830,244,890,291,,
122,25,car,0.718,671,156,705,183,,
122,27,car,0.717,726,122,742,136,,
122,34,car,0.668,680,110,696,125,,
122,35,car,0.668,598,103,613,115,,
122,41,car,0.595,639,92,653,105,,
122,28,car,0.475,738,113,754,125,,
122,30,car,0.427,764,132,783,151,,
122,37,car,0.358,740,96,755,110,,
123,48,car,0.895,919,432,1054,538,,
123,33,car,0.841,0,245,53,291,,
123,31,car,0.839,264,174,319,205,,
123,32,car,0.811,428,176,472,207,,
123,29,car,0.798,738,140,763,160,,
123,42,car,0.773,828,241,886,287,,
123,25,car,0.725,672,155,705,182,,
123,35,car,0.671,597,103,613,115,,
123,34,car,0.648,680,110,696,124,,
123,27,car,0.615,726,122,741,136,,
123,41,car,0.562,638,92,653,105,,
123,28,car,0.483,739,113,754,124,,
123,30,car,0.458,760,130,783,150,,
123,37,truck,0.303,740,96,755,110,,
124,48,car,0.847,913,422,1044,523,,
124,32,car,0.844,424,177,468,210,,
124,31,car,0.837,258,175,313,206,,
124,33,car,0.818,0,249,38,289,,
124,29,car,0.798,738,139,763,159,,
124,42,car,0.778,826,239,883,285,,
124,25,car,0.747,672,153,706,181,,
124,27,car,0.695,726,122,741,135,,
124,34,car,0.690,681,110,697,123,,
124,35,car,0.677,597,103,612,116,,
124,41,car,0.570,637,92,652,105,,
124,30,car,0.556,760,131,782,149,,
124,28,car,0.476,738,113,753,124,,
124,37,car,0.367,740,96,755,110,,
125,48,car,0.899,909,412,1035,510,,
125,31,car,0.845,252,176,308,208,,
125,32,car,0.812,422,178,465,210,,
125,29,car,0.785,738,139,762,158,,
125,42,car,0.780,825,237,881,282,,
125,25,car,0.716,673,153,705,180,,
125,34,car,0.702,681,110,697,123,,
125,35,car,0.682,596,104,611,116,,
125,27,car,0.658,727,122,740,135,,
125,30,car,0.634,760,131,781,149,,
125,41,car,0.585,637,93,651,105,,
125,28,car,0.555,738,112,753,123,,
125,37,car,0.411,740,96,755,110,,
126,48,car,0.897,909,412,1035,510,,
126,31,car,0.845,252,176,308,208,,
126,32,car,0.807,422,178,465,210,,
126,29,car,0.786,738,139,762,158,,
126,42,car,0.768,825,237,881,282,,
126,25,car,0.715,673,153,705,180,,
126,34,car,0.702,681,110,697,123,,
126,35,car,0.681,596,104,611,116,,
126,27,car,0.641,727,122,740,135,,
126,30,car,0.638,759,131,781,149,,
126,41,car,0.586,637,93,651,105,,
126,28,car,0.550,738,112,753,123,,
126,37,car,0.414,740,96,755,110,,
127,48,car,0.881,903,403,1026,498,,
127,31,car,0.847,246,177,302,209,,
127,32,car,0.777,417,179,461,213,,
127,29,car,0.776,738,139,761,157,,
127,42,car,0.775,823,235,878,279,,
127,35,car,0.684,596,104,610,116,,
127,34,car,0.674,681,110,698,123,,
127,27,car,0.668,726,121,740,135,,
127,25,car,0.647,674,152,706,179,,
127,28,car,0.616,738,112,753,123,,
127,30,car,0.584,759,130,781,148,,
127,41,car,0.563,636,93,650,105,,
127,37,car,0.338,740,96,756,110,,
128,48,car,0.876,899,394,1018,486,,
128,31,car,0.827,239,178,296,211,,
128,32,car,0.808,410,181,458,215,,
128,29,car,0.780,738,138,761,157,,
128,35,car,0.712,595,104,610,116,,
128,42,car,0.667,821,229,875,276,,
128,25,car,0.637,674,152,707,178,,
128,30,car,0.585,758,129,780,148,,
128,34,car,0.583,681,110,698,123,,
128,41,car,0.572,635,93,650,105,,
128,28,car,0.566,738,111,753,123,,
128,27,car,0.503,727,120,740,134,,
128,37,truck,0.259,741,96,756,110,,
129,48,car,0.887,895,386,1010,474,,
129,31,car,0.848,232,179,290,212,,
129,32,car,0.839,407,182,453,217,,
129,29,car,0.770,738,138,761,156,,
129,42,car,0.760,819,229,874,273,,
129,25,car,0.675,676,151,707,177,,
129,35,car,0.675,594,105,610,116,,
129,30,car,0.661,758,129,780,147,,
129,41,car,0.551,633,93,649,106,,
129,28,car,0.542,739,111,753,123,,
129,34,car,0.529,682,109,698,122,,
129,27,car,0.411,727,121,740,134,,
129,37,truck,0.262,741,95,756,109,,
130,42,car,0.866,816,228,871,270,,
130,31,car,0.852,225,181,284,214,,
130,32,car,0.844,403,184,451,219,,
130,48,car,0.838,889,378,1003,464,,
130,29,car,0.774,737,137,761,156,,
130,25,car,0.687,676,151,707,176,,
130,35,car,0.671,593,105,609,117,,
130,30,car,0.670,758,129,779,147,,
130,28,car,0.621,739,111,753,122,,
130,27,car,0.582,727,120,739,133,,
130,41,car,0.463,633,94,648,106,,
130,34,car,0.424,682,108,699,122,,
130,37,car,0.263,741,95,756,109,,
131,48,car,0.884,886,370,996,453,,
131,42,car,0.861,816,226,870,268,,
131,31,car,0.855,219,182,278,216,,
131,29,car,0.801,737,137,761,156,,
131,32,car,0.798,398,186,447,222,,
131,25,car,0.673,677,151,708,175,,
131,35,car,0.635,593,106,609,117,,
131,30,car,0.626,757,129,779,147,,
131,28,car,0.610,738,110,753,122,,
131,27,car,0.489,727,120,739,133,,
131,34,car,0.483,683,107,699,122,,
131,41,car,0.435,633,94,648,107,,
131,37,car,0.252,741,95,756,109,,
132,48,car,0.886,886,370,996,453,,
132,42,car,0.860,816,226,870,268,,
132,31,car,0.855,219,182,278,216,,
132,32,car,0.800,398,186,447,222,,
132,29,car,0.800,737,137,761,156,,
132,25,car,0.674,677,151,708,175,,
132,35,car,0.633,593,106,609,117,,
132,30,car,0.624,757,129,779,147,,
132,28,car,0.606,738,110,753,122,,
132,27,car,0.479,727,120,739,133,,
132,34,car,0.476,683,107,699,122,,
132,41,car,0.445,633,94,648,107,,
133,48,car,0.883,881,363,988,444,,
133,31,car,0.857,212,183,272,217,,
133,32,car,0.805,393,189,443,223,,
133,29,car,0.801,737,137,761,155,,
133,42,car,0.781,815,224,870,266,,
133,25,car,0.671,678,150,708,174,,
133,35,car,0.653,592,106,608,118,,
133,30,car,0.615,757,129,778,147,,
133,28,car,0.590,738,111,753,122,,
133,27,car,0.488,727,120,738,133,,
133,41,car,0.451,632,94,646,107,,
133,34,car,0.444,683,108,699,121,,
133,37,truck,0.259,741,95,756,109,,
134,48,car,0.902,878,357,982,435,,
134,31,car,0.865,204,185,265,219,,
134,32,car,0.853,388,191,439,226,,
134,29,car,0.795,737,137,760,154,,
134,42,car,0.769,813,222,865,263,,
134,25,car,0.720,678,149,708,173,,
134,35,car,0.661,591,106,607,118,,
134,28,car,0.633,738,111,752,122,,
134,30,car,0.609,757,127,778,146,,
134,41,car,0.498,631,94,646,105,,
134,34,car,0.451,683,109,699,120,,
134,27,car,0.445,727,119,738,132,,
134,37,car,0.269,742,95,756,110,,
135,31,car,0.860,197,186,259,221,,
135,48,car,0.835,874,350,976,426,,
135,32,car,0.830,383,191,435,228,,
135,29,car,0.810,737,136,760,154,,
135,25,car,0.751,679,148,708,173,,
135,42,car,0.747,811,220,862,261,,
135,28,car,0.659,738,111,752,121,,
135,35,car,0.650,591,106,606,118,,
135,30,car,0.586,757,127,778,146,,
135,41,car,0.523,631,94,645,105,,
135,27,car,0.500,727,119,738,132,,
135,34,car,0.438,684,108,699,120,,
135,49,car,0.403,680,89,695,100,,
136,48,car,0.907,870,343,970,418,,
136,31,car,0.857,190,187,253,223,,
136,29,car,0.817,737,136,760,153,,
136,25,car,0.728,679,148,708,172,,
136,42,car,0.716,809,215,860,258,,
136,28,car,0.684,738,111,752,121,,
136,35,car,0.670,591,106,606,119,,
136,30,car,0.639,756,126,777,145,,
136,32,car,0.625,378,193,430,230,,
136,41,car,0.551,630,95,644,107,,
136,27,car,0.534,727,119,738,132,,
136,49,car,0.450,679,89,695,100,,
136,34,car,0.429,684,108,699,120,,
137,48,car,0.896,867,338,964,410,,
137,31,car,0.861,182,189,246,224,,
137,29,car,0.822,736,135,759,153,,
137,42,car,0.812,808,215,858,255,,
137,25,car,0.749,680,147,708,171,,
137,30,car,0.678,755,126,776,145,,
137,35,car,0.660,590,106,606,119,,
137,28,car,0.656,738,111,752,121,,
137,41,car,0.561,629,95,644,107,,
137,32,car,0.559,372,183,426,234,,
137,27,car,0.512,727,119,738,131,,
137,49,car,0.431,679,89,694,100,,
137,34,car,0.360,684,108,700,120,,
138,48,car,0.893,867,338,964,410,,
138,31,car,0.861,182,189,246,224,,
138,29,car,0.822,736,135,759,153,,
138,42,car,0.810,808,215,858,255,,
138,25,car,0.746,680,147,708,171,,
138,30,car,0.678,755,126,776,145,,
138,35,car,0.660,590,106,606,119,,
138,28,car,0.654,738,111,752,121,,
138,41,car,0.561,629,95,644,107,,
138,32,car,0.559,372,183,426,234,,
138,27,car,0.514,727,119,738,131,,
138,49,car,0.431,679,89,694,100,,
138,34,car,0.359,684,108,700,120,,
139,48,car,0.863,863,333,959,403,,
139,31,car,0.861,175,191,238,227,,
139,42,car,0.820,807,215,856,253,,
139,29,car,0.811,736,135,759,153,,
139,25,car,0.675,680,146,709,170,,
139,28,car,0.654,738,111,752,121,,
139,30,car,0.635,754,126,776,144,,
139,35,car,0.635,589,107,605,119,,
139,41,car,0.562,628,95,643,107,,
139,32,car,0.533,367,195,421,236,,
139,34,car,0.479,685,106,700,119,,
139,49,car,0.471,678,89,693,100,,
139,27,car,0.464,727,119,737,131,,
140,48,car,0.883,861,327,953,396,,
140,31,car,0.858,167,193,232,228,,
140,29,car,0.808,736,135,758,152,,
140,32,car,0.783,361,199,417,238,,
140,42,car,0.757,807,214,855,251,,
140,28,car,0.676,738,110,752,121,,
140,30,car,0.649,755,125,776,144,,
140,35,car,0.649,588,107,604,119,,
140,41,car,0.614,628,95,642,107,,
140,25,car,0.558,680,145,709,169,,
140,49,car,0.501,677,89,693,100,,
140,34,car,0.457,686,107,700,119,,
140,27,car,0.432,727,118,737,130,,
140,37,car,0.271,743,94,757,109,,
141,31,car,0.860,159,194,224,231,,
141,48,car,0.808,857,321,948,389,,
141,29,car,0.800,736,134,758,152,,
141,32,car,0.783,355,201,412,241,,
141,42,car,0.718,804,211,852,249,,
141,28,car,0.697,738,109,752,120,,
141,35,car,0.690,588,107,603,120,,
141,41,car,0.649,627,95,642,107,,
141,30,car,0.637,755,125,775,143,,
141,49,car,0.583,676,89,692,100,,
141,34,car,0.553,686,101,702,119,,
141,50,car,0.520,700,104,720,120,,
141,25,car,0.455,680,144,710,168,,
141,27,car,0.454,727,118,736,130,,
141,37,car,0.408,743,94,758,109,,
142,48,car,0.887,854,317,943,382,,
142,31,car,0.863,151,195,216,233,,
142,32,car,0.821,349,203,407,244,,
142,29,car,0.783,736,133,758,151,,
142,35,car,0.714,588,107,603,120,,
142,28,car,0.705,738,109,752,120,,
142,42,car,0.676,803,210,851,247,,
142,41,car,0.673,626,95,641,107,,
142,30,car,0.619,754,124,775,143,,
142,49,car,0.615,676,89,691,100,,
142,27,car,0.488,727,117,736,129,,
142,37,car,0.456,743,94,758,109,,
142,25,car,0.451,680,144,710,167,,
142,34,car,0.353,686,101,703,119,,
143,31,car,0.864,142,197,209,235,,
143,32,car,0.846,343,205,401,247,,
143,48,car,0.832,851,312,938,376,,
143,29,car,0.770,736,133,757,151,,
143,35,car,0.697,587,108,602,120,,
143,41,car,0.664,626,95,640,108,,
143,42,car,0.660,801,207,849,246,,
143,28,car,0.642,738,109,752,120,,
143,30,car,0.601,755,124,774,143,,
143,49,car,0.601,675,89,690,101,,
143,34,car,0.503,686,105,702,119,,
143,37,car,0.488,743,94,758,108,,
143,25,car,0.422,681,143,710,167,,
143,27,car,0.383,727,117,735,129,,
144,31,car,0.863,142,197,209,235,,
144,32,car,0.846,343,205,401,247,,
144,48,car,0.829,851,312,938,376,,
144,29,car,0.770,736,133,757,151,,
144,35,car,0.694,587,108,602,120,,
144,42,car,0.665,801,207,849,246,,
144,41,car,0.660,626,95,640,108,,
144,28,car,0.621,738,109,752,120,,
144,30,car,0.602,755,124,774,143,,
144,49,car,0.601,675,89,690,101,,
144,34,car,0.501,686,105,702,119,,
144,37,car,0.490,743,94,758,108,,
144,25,car,0.439,681,143,710,167,,
144,27,car,0.393,727,117,735,129,,
145,31,car,0.857,133,199,201,237,,
145,32,car,0.851,337,208,396,250,,
145,29,car,0.767,736,133,757,150,,
145,48,car,0.761,848,308,934,370,,
145,42,car,0.730,800,206,848,244,,
145,28,car,0.691,739,109,752,120,,
145,35,car,0.669,586,108,602,120,,
145,41,car,0.634,625,95,640,107,,
145,49,car,0.593,674,89,690,101,,
145,30,car,0.558,754,125,774,142,,
145,34,car,0.510,687,105,702,118,,
145,25,car,0.488,682,143,710,166,,
145,27,car,0.335,727,117,734,129,,
145,37,car,0.334,743,94,758,108,,
146,48,car,0.884,845,303,929,365,,
146,31,car,0.853,128,201,193,239,,
146,32,car,0.840,330,210,391,253,,
146,29,car,0.782,736,133,756,150,,
146,28,car,0.706,739,109,752,119,,
146,42,car,0.688,799,204,845,241,,
146,35,car,0.649,585,108,601,121,,
146,30,car,0.621,754,124,773,141,,
146,41,car,0.616,624,95,640,107,,
146,49,car,0.602,673,90,689,101,,
146,25,car,0.575,683,143,711,165,,
146,34,car,0.495,687,105,702,118,,
146,37,car,0.373,744,93,759,108,,
146,27,car,0.289,727,116,734,129,,
147,31,car,0.858,118,203,185,242,,
147,32,car,0.828,323,212,386,256,,
147,29,car,0.790,735,132,756,149,,
147,48,car,0.784,842,299,925,359,,
147,42,car,0.770,797,203,843,239,,
147,28,car,0.722,739,108,752,119,,
147,35,car,0.672,584,109,601,121,,
147,25,car,0.596,684,142,711,165,,
147,30,car,0.593,754,124,773,141,,
147,41,car,0.590,623,96,639,107,,
147,49,car,0.585,672,90,688,101,,
147,34,car,0.570,687,104,703,118,,
147,37,car,0.314,744,93,759,108,,
147,27,car,0.283,727,116,735,128,,
148,31,car,0.845,105,205,177,244,,
148,32,car,0.823,317,215,380,259,,
148,48,car,0.788,840,295,921,356,,
148,42,car,0.784,796,202,841,238,,
148,29,car,0.778,735,132,756,149,,
148,35,car,0.652,584,109,600,121,,
148,28,car,0.647,739,109,752,119,,
148,25,car,0.625,685,142,711,164,,
148,30,car,0.618,754,124,773,141,,
148,41,car,0.610,623,96,638,107,,
148,49,car,0.594,672,90,687,101,,
148,34,car,0.590,688,103,703,117,,
148,37,car,0.404,744,94,759,108,,
148,27,car,0.277,727,116,734,128,,
149,48,car,0.865,838,290,917,349,,
149,31,car,0.861,95,207,169,246,,
149,32,car,0.828,309,217,374,263,,
149,29,car,0.788,735,131,756,148,,
149,42,car,0.754,794,201,840,236,,
149,25,car,0.691,685,140,712,163,,
149,28,car,0.668,738,108,752,119,,
149,30,car,0.644,754,123,772,140,,
149,35,car,0.634,584,109,600,122,,
149,41,car,0.604,621,96,637,108,,
149,34,car,0.584,688,105,702,117,,
149,49,car,0.552,671,90,686,101,,
149,37,car,0.375,744,94,759,108,,
149,27,car,0.321,727,116,734,127,,
150,48,car,0.861,838,290,917,349,,
150,31,car,0.858,95,207,169,246,,
150,32,car,0.829,309,217,374,263,,
150,29,car,0.788,735,131,756,148,,
150,42,car,0.754,794,201,840,236,,
150,25,car,0.692,685,140,712,163,,
150,28,car,0.661,738,108,752,119,,
150,30,car,0.661,754,123,772,140,,
150,35,car,0.635,584,109,600,122,,
150,41,car,0.602,621,96,637,108,,
150,34,car,0.581,688,105,702,117,,
150,49,car,0.552,671,90,686,101,,
150,37,car,0.386,744,94,759,108,,
150,27,car,0.322,727,116,734,127,,
151,48,car,0.883,836,287,913,344,,
151,32,car,0.844,301,220,368,266,,
151,31,car,0.793,87,209,160,249,,
151,29,car,0.786,735,131,756,148,,
151,42,car,0.752,794,199,838,234,,
151,30,car,0.715,752,123,772,140,,
151,25,car,0.676,685,140,711,162,,
151,28,car,0.671,739,108,752,119,,
151,34,car,0.647,688,104,703,117,,
151,41,car,0.633,621,96,637,108,,
151,35,car,0.631,583,109,599,122,,
151,49,car,0.474,670,90,685,101,,
152,48,car,0.871,833,283,909,340,,
152,32,car,0.868,294,223,361,269,,
152,31,car,0.814,77,211,152,252,,
152,29,car,0.765,735,131,756,148,,
152,30,car,0.711,752,123,771,140,,
152,42,car,0.683,792,198,836,232,,
152,25,car,0.660,685,140,712,162,,
152,35,car,0.638,582,110,599,123,,
152,41,car,0.599,620,97,636,108,,
152,34,car,0.593,689,105,703,117,,
152,28,car,0.587,739,108,752,118,,
152,27,car,0.546,716,115,734,128,,
152,49,car,0.410,669,90,685,101,,
153,32,car,0.862,285,226,355,273,,
153,48,car,0.861,831,280,906,335,,
153,31,car,0.774,66,213,142,254,,
153,29,car,0.739,735,131,755,148,,
153,35,car,0.687,581,110,598,123,,
153,28,car,0.679,739,108,752,118,,
153,30,car,0.654,752,122,770,139,,
153,42,car,0.634,791,196,835,230,,
153,49,car,0.594,668,90,684,102,,
153,27,car,0.583,716,115,734,128,,
153,25,car,0.573,686,139,712,161,,
153,41,car,0.570,620,97,636,108,,
153,34,car,0.530,689,105,703,116,,
153,50,car,0.321,703,102,720,117,,
154,48,car,0.871,829,277,902,330,,
154,32,car,0.847,277,229,348,278,,
154,31,car,0.763,55,214,134,256,,
154,42,car,0.741,790,194,834,229,,
154,29,car,0.710,735,130,755,147,,
154,35,car,0.702,581,110,598,123,,
154,28,car,0.657,739,108,752,118,,
154,49,car,0.608,668,90,683,102,,
154,27,car,0.569,716,114,734,127,,
154,41,car,0.563,619,97,635,108,,
154,30,car,0.529,752,122,770,139,,
154,25,car,0.520,686,139,712,160,,
154,34,car,0.464,689,104,704,116,,
154,37,truck,0.288,746,93,760,107,,
155,48,car,0.853,827,272,899,325,,
155,32,car,0.828,269,232,340,281,,
155,29,car,0.740,735,129,755,146,,
155,35,car,0.710,580,110,597,124,,
155,31,car,0.672,45,216,123,259,,
155,42,car,0.670,789,193,833,227,,
155,49,car,0.628,666,90,683,102,,
155,28,car,0.608,739,108,752,117,,
155,27,car,0.600,716,114,734,127,,
155,41,car,0.592,618,97,634,108,,
155,30,car,0.575,752,121,770,139,,
155,25,car,0.440,687,137,713,160,,
155,34,car,0.380,690,103,704,115,,
155,37,truck,0.264,746,93,760,107,,
156,48,car,0.849,827,272,899,326,,
156,32,car,0.826,269,232,341,281,,
156,29,car,0.740,735,129,755,146,,
156,35,car,0.700,580,110,597,124,,
156,31,car,0.696,45,216,123,259,,
156,42,car,0.668,789,193,833,227,,
156,49,car,0.626,666,90,683,102,,
156,28,car,0.612,739,108,752,117,,
156,27,car,0.600,716,114,734,127,,
156,30,car,0.594,752,121,770,139,,
156,41,car,0.589,618,97,634,108,,
156,25,car,0.453,687,137,713,160,,
156,34,car,0.379,690,103,704,115,,
156,37,truck,0.267,746,93,760,107,,
157,48,car,0.869,825,269,895,322,,
157,32,car,0.861,260,235,334,285,,
157,31,car,0.847,33,219,113,262,,
157,29,car,0.750,735,129,755,146,,
157,35,car,0.687,579,110,597,124,,
157,42,car,0.637,788,192,832,226,,
157,30,car,0.613,752,121,770,138,,
157,28,car,0.612,739,107,752,117,,
157,49,car,0.609,665,90,683,102,,
157,27,car,0.597,716,113,734,126,,
157,25,car,0.563,687,137,713,159,,
157,41,car,0.537,617,97,633,109,,
157,34,car,0.461,690,104,705,115,,
157,37,car,0.304,746,93,760,107,,
158,32,car,0.881,251,238,326,290,,
158,31,car,0.874,22,221,104,265,,
158,48,car,0.856,823,265,892,317,,
158,29,car,0.767,735,128,754,145,,
158,35,car,0.673,579,110,596,124,,
158,42,car,0.611,787,191,829,224,,
158,49,car,0.594,665,90,682,103,,
158,25,car,0.587,687,137,713,158,,
158,28,car,0.559,739,106,752,117,,
158,34,car,0.558,690,103,705,115,,
158,27,car,0.541,716,113,734,126,,
158,30,car,0.528,752,121,770,137,,
158,41,car,0.519,616,98,631,109,,
158,37,car,0.337,746,93,760,107,,
159,31,car,0.877,11,223,94,267,,
159,32,car,0.857,241,241,318,295,,
159,48,car,0.851,821,262,890,314,,
159,29,car,0.767,735,128,754,145,,
159,35,car,0.689,578,111,595,124,,
159,42,car,0.662,786,189,827,222,,
159,28,car,0.655,739,106,752,116,,
159,25,car,0.645,686,137,714,158,,
159,34,car,0.588,691,102,705,115,,
159,41,car,0.569,616,97,631,109,,
159,27,car,0.538,716,113,734,125,,
159,30,car,0.528,752,120,768,137,,
159,49,car,0.505,664,90,681,102,,
159,37,car,0.406,747,92,761,107,,
160,32,car,0.860,231,244,310,299,,
160,31,car,0.836,0,226,83,269,,
160,48,car,0.792,818,260,886,309,,
160,29,car,0.778,735,128,754,144,,
160,42,car,0.727,784,186,826,221,,
160,35,car,0.696,577,111,594,124,,
160,25,car,0.676,687,136,714,157,,
160,28,car,0.627,739,106,752,116,,
160,49,car,0.617,663,90,680,103,,
160,34,car,0.545,691,103,706,115,,
160,41,car,0.530,615,98,630,109,,
160,30,car,0.497,751,120,768,137,,
160,27,car,0.459,716,113,734,125,,
160,37,car,0.425,747,92,761,107,,
161,48,car,0.859,816,257,883,306,,
161,31,car,0.855,0,228,72,273,,
161,32,car,0.848,221,248,302,304,,
161,29,car,0.767,735,128,754,144,,
161,42,car,0.710,784,185,825,219,,
161,25,car,0.666,689,136,714,157,,
161,35,car,0.661,576,111,594,125,,
161,28,car,0.576,739,106,752,116,,
161,49,car,0.574,662,90,679,103,,
161,30,car,0.541,750,119,768,137,,
161,41,car,0.517,614,98,629,109,,
161,34,car,0.488,692,103,706,115,,
161,37,car,0.412,747,92,761,107,,
161,27,car,0.387,716,113,734,125,,
162,48,car,0.858,816,257,883,306,,
162,32,car,0.851,221,248,301,304,,
162,31,car,0.844,0,228,72,273,,
162,29,car,0.767,735,128,754,144,,
162,42,car,0.709,784,185,825,219,,
162,25,car,0.670,689,136,714,157,,
162,35,car,0.659,576,111,594,125,,
162,49,car,0.575,662,90,679,103,,
162,28,car,0.575,739,106,752,116,,
162,30,car,0.554,750,119,768,137,,
162,41,car,0.515,614,98,629,109,,
162,34,car,0.492,692,103,706,115,,
162,37,car,0.411,747,92,761,107,,
162,27,car,0.386,716,113,734,125,,
163,32,car,0.892,210,252,293,309,,
163,48,car,0.839,815,254,880,302,,
163,31,car,0.806,0,230,61,275,,
163,29,car,0.749,734,127,754,144,,
163,42,car,0.680,783,185,823,218,,
163,25,car,0.667,690,135,714,156,,
163,35,car,0.636,576,111,594,125,,
163,49,car,0.580,661,90,679,103,,
163,28,car,0.563,739,105,752,116,,
163,41,car,0.561,613,98,629,110,,
163,30,car,0.551,751,119,768,136,,
163,34,car,0.424,691,103,706,115,,
163,37,car,0.367,747,92,761,106,,
163,27,car,0.356,715,112,734,125,,
164,32,car,0.878,199,256,284,314,,
164,48,car,0.841,813,251,878,299,,
164,31,car,0.802,0,233,50,278,,
164,29,car,0.745,734,128,754,144,,
164,42,car,0.654,783,185,822,216,,
164,35,car,0.654,575,113,593,126,,
164,25,car,0.643,690,135,715,155,,
164,28,car,0.584,739,105,752,116,,
164,49,car,0.575,661,90,678,103,,
164,41,car,0.568,612,98,628,110,,
164,30,car,0.531,750,119,767,136,,
164,27,car,0.357,715,112,734,124,,
164,37,car,0.341,747,92,762,106,,
164,34,car,0.320,692,102,706,114,,
165,31,car,0.841,0,235,39,278,,
165,32,car,0.836,188,260,275,320,,
165,48,car,0.816,811,247,875,296,,
165,42,car,0.738,782,184,821,214,,
165,29,car,0.727,734,127,753,143,,
165,35,car,0.655,575,114,592,126,,
165,30,car,0.654,750,118,767,136,,
165,41,car,0.644,612,98,627,110,,
165,49,car,0.636,660,91,677,103,,
165,25,car,0.594,691,134,715,154,,
165,28,car,0.567,739,106,752,116,,
165,27,car,0.338,715,112,734,124,,
165,37,car,0.332,748,92,762,106,,
166,32,car,0.878,175,265,265,326,,
166,48,car,0.767,810,245,872,292,,
166,29,car,0.734,734,127,753,143,,
166,42,car,0.721,781,183,819,213,,
166,35,car,0.674,574,113,592,126,,
166,41,car,0.665,610,99,627,111,,
166,49,car,0.658,659,91,676,104,,
166,25,car,0.606,691,133,716,154,,
166,30,car,0.597,750,118,767,135,,
166,28,car,0.594,739,105,752,116,,
166,37,car,0.417,748,92,762,106,,
166,27,car,0.400,715,112,733,124,,
166,34,car,0.293,692,101,707,113,,
167,32,car,0.857,163,269,255,332,,
167,29,car,0.757,734,127,753,142,,
167,35,car,0.707,573,114,592,126,,
167,42,car,0.703,780,182,819,212,,
167,48,car,0.685,808,244,870,289,,
167,25,car,0.669,692,134,715,153,,
167,30,car,0.651,749,118,766,135,,
167,49,car,0.650,658,91,676,104,,
167,41,car,0.630,609,99,626,111,,
167,28,car,0.619,739,105,753,115,,
167,27,car,0.449,715,112,733,124,,
167,37,car,0.444,748,92,763,105,,
167,34,car,0.423,692,100,707,113,,
168,32,car,0.858,163,269,255,332,,
168,29,car,0.757,734,127,753,142,,
168,35,car,0.705,573,114,592,126,,
168,42,car,0.699,780,182,819,212,,
168,48,car,0.671,808,244,870,289,,
